id,회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
435,한국단자공업,25540,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전기변환장치(광커넥터,통신용콘넥터,정밀압착단자설계) 제조,무역(수출)",1996-10-16,12월,"이창원,이원준",http://www.ket.com,인천광역시
436,디아이,3160,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체검사장비,전자부품,레저용품,석제품 제조,판매,오파,부동산임대업",1996-07-31,12월,"박원호 조윤형",http://www.di.co.kr,서울특별시
437,신성이엔지,11930,"반도체 제조업","태양전지, 태양광모듈 제조 및 판매, 태양광 발전설치공사, 클린룸, 자동화장비",1996-07-31,12월,"이지선, 안윤수",http://www.shinsungeng.com,경기도
438,티에이치엔,19180,"기타 전기장비 제조업","자동차부품(전기배선장치류) 제조,도매",1996-07-31,12월,"이광연, 채승훈",http://www.th-net.co.kr,대구광역시
439,한온시스템,18880,"일반 목적용 기계 제조업","자동차용부품(라디에이터,히터,에어콘,압축기,콘덴서,컴퓨레사) 제조,도매",1996-07-31,12월,"각자대표집행임원 2인 - 성민석(대표집행임원) - 너달 쿠추카야(대표집행임원)",http://www.hanonsystems.com,대전광역시
440,세원정공,21820,"자동차 신품 부품 제조업","자동차부품(차체류,램프류) 제조",1996-07-03,06월,장제상,http://www.se-won.co.kr,대구광역시
441,세하,27970,"펄프, 종이 및 판지 제조업","백판지,마니라판지,지류,하수처리기계 제조/상하수도설비공사,수질오염방지시설공사",1996-07-03,12월,안재호,http://www.seha.co.kr,대구광역시
442,영풍제지,6740,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,지관원지,라이나원지 제조",1996-07-03,12월,조상종,http://www.yp21.co.kr,경기도
443,유니온,910,"시멘트, 석회, 플라스터 및 그 제품 제조업","백시멘트,타일시멘트,알루미나시멘트,용융알루미나,급결제,필터프레스,유니필터제조,도매",1996-07-03,12월,"이건영, 이우선",http://www.unioncement.com,서울특별시
444,키다리스튜디오,20120,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","만화, 소설 등 콘텐츠 제작 및 유통, 판매, 컴퓨터 프로그래밍, 시스템 통합 및 관리업",1996-07-03,12월,김영훈,http://www.kidaristudio.com,서울특별시
445,한섬,20000,"봉제의복 제조업","여성의류,금속 액세서리,신발,가방,선글라스 제조,판매",1996-07-03,12월,김민덕,http://www.handsome.co.kr,서울특별시
446,현대엘리베이터,17800,"일반 목적용 기계 제조업","엘리베이터,에스컬레이터,공항,공정,크린룸,병원 물류시스템,수,배송센터,고속소팅시스템,주차설비 제조,판매,보수",1996-07-03,12월,조재천,http://www.hyundaielevator.co.kr,충청북도
447,환인제약,16580,"의약품 제조업","의약품(신경정신질환치료제,소화기관용약제,연고) 제조,도매",1996-07-03,12월,"이광식, 이원범(각자 대표이사)",http://www.whanin.co.kr,서울특별시
448,계룡건설산업,13580,"토목 건설업","건축공사,주택공사,토목공사,포장공사,전기공사",1996-01-30,12월,"한승구, 오태식, 윤길호",http://www.krcon.co.kr,대전광역시
449,서원,21050,"금속 주조업","비철금속(황동 빌레트,인코트) 제조,재생원료생산",1996-01-30,12월,"조시영, 조경호",http://www.swbrass.co.kr,경기도
450,에스원,12750,"경비, 경호 및 탐정업","부가통신 서비스(경비),안전관리용역,CCTV카메라",1996-01-30,12월,"남궁범, 모리야 키요시",http://www.s1.co.kr,서울특별시
451,태경산업,15890,"기초 화학물질 제조업","제강용 정련제(프락스),카바이드,중질탈산칼슘 제조,판매/고속도로휴게소 운영",1996-01-30,12월,"김해련, 김민정, 박충기 (각자 대표이사)",http://www.taekyung.co.kr,서울특별시
452,신대양제지,16590,"골판지, 종이 상자 및 종이용기 제조업","골판지용 골심지,라이너지 제조,수출입",1995-12-21,12월,"권혁홍, 이상천(각자 대표이사)",http://www.dygroup.co.kr,경기도
453,와이투솔루션,11690,"반도체 제조업","혼성직접회로,통신기기 제조/화공약품,케이블 도매",1995-12-21,12월,강석환,http://www.yuyang.co.kr,경기도
454,남해화학,25860,"비료, 농약 및 살균, 살충제 제조업","비료(요소,복합비료),공업제품원료 제조,도매",1995-11-10,12월,하형수,http://www.nhchem.co.kr,서울특별시
455,동원금속,18500,"자동차 신품 부품 제조업","자동차부품(도어후레임,머플러,임팩트빔),강관 제조,판매",1995-11-10,03월,"이은우, 박승룡",http://www.dwmic.com,경상북도
456,성안,11300,"직물직조 및 직물제품 제조업","제직,염색,폴리에스터직물,자수직물봉제 제조,판매/임대료,관리비 수입",1995-11-10,12월,"성동훈, 이준영(각자 대표이사)",http://www.startex.co.kr,대구광역시
457,HMM,11200,"해상 운송업","정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",1995-10-05,12월,김경배,http://www.hmm21.com,서울특별시
458,경인양행,12610,"기초 화학물질 제조업","반응성염료,직접염료,산성염료,삼원색원료 제조,수출입",1995-10-05,12월,"김흥준,조성용 (각자대표이사)",http://www.kyungin.co.kr,인천광역시
459,풀무원,17810,"기타 식품 제조업","두부류,생면류,나물류,냉동류,조미류,김치류,묵류,녹즙,과채음료,건강보조식품 판매,제조,생식품 수출",1995-10-05,12월,이효율,http://www.pulmuone.co.kr,충청북도
460,서울도시가스,17390,"연료용 가스 제조 및 배관공급업","도시가스공급,가스공급설비공사",1995-08-18,12월,"공동대표이사 박근원 공동대표이사 김진철",http://www.seoulgas.co.kr,서울특별시
461,이구산업,25820,"1차 비철금속 제조업","동판.조,황동판.조,인청동판.조 제조,임가공/부동산 임대",1995-08-18,12월,"안월환, 김영길(각자 대표이사)",http://www.leeku.net,경기도
462,에넥스,11090,"가구 제조업","씽크상판,주방기기,목재케비넷,유해가스저감장치시설 제조,판매",1995-07-08,12월,박진규,http://www.enex.co.kr,서울특별시
463,에이프로젠,7460,"기타 금속 가공제품 제조업","단열장치,철구조물,가열로,특수단열재(금속표면경화육성,원자로용) 제조/단열공사/부동산 임대",1995-07-08,12월,이승호,http://www.aprogen.com,경기도
464,제이준코스메틱,25620,"기타 화학제품 제조업","화장품 제조 판매",1995-07-08,12월,"양재원, 고병철 (각자 대표이사)",http://www.jayjun.kr,인천광역시
465,한국카본,17960,"구조용 금속제품, 탱크 및 증기발생기 제조업","탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매",1995-07-08,12월,"조문수, 이명화 공동대표이사",http://www.hcarbon.com,경상남도
466,KPX케미칼,25000,"기초 화학물질 제조업","PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매",1994-12-27,12월,"양준영, 최재호, 이찬수(각자대표이사)",http://www.kpxchemical.com,서울특별시
467,에스엠벡셀,10580,"자동차 신품 부품 제조업","자동차부품(워터펌프,오일펌프,엔진헤드(GV6),프론트케이스) 제조",1994-12-27,12월,정병수,http://www.smbexel.com,충청남도
468,태평양물산,7980,"봉제의복 제조업","봉제의류(자켓,파카,코트),침구 제조,우모가공,생활용품 도소매,무역",1994-12-27,12월,임석원,http://www.panpacific.co.kr,서울특별시
469,KC그린홀딩스,9440,"기타 금융업","환경방지오염시설(전기집진기,배연탈황설비,여과집진기,세정식집진기),제어장치 제조,설치",1994-11-05,12월,이태영,http://www.kcgreenholdings.com,서울특별시
470,문배철강,8420,"1차 철강 제조업","철강재중 판재류(후판,박판,무늬강판) 제조,도매",1994-11-05,12월,이창환,http://www.moonbaesteel.co.kr,서울특별시
471,웅진,16880,"회사 본부 및 경영 컨설팅 서비스업","교육서비스(웅진아이큐,중.고교학습,어린이마을),도서,잡지 출판/부동산 임대/인터넷관련사업",1994-11-05,12월,"윤새봄, 이수영 각자대표",http://www.woongjin.com,서울특별시
472,"HL D&I",14790,"토목 건설업","토목,건축,전기,환경사업,준설공사,포장공사,주택,중기임대",1994-08-12,12월,홍석화,http://www.halla.co.kr,서울특별시
473,오뚜기,7310,"기타 식품 제조업","라면,마요네즈,카레,스프,당면,소오스,토마토케첩,마가린,냉동생지(바게트,크로와상),참치캔,식초,3분짜장 제조",1994-08-12,12월,"함영준, 황성만",http://www.ottogi.co.kr,경기도
474,일정실업,8500,"편조원단 제조업","자동차시트원단,의류,완구직물 제조,염색가공",1994-08-12,12월,"고동수, 최돈호",http://www.iljeong.co.kr,경기도
475,엘에스일렉트릭,10120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",1994-07-11,12월,"구자균, 구동휘, 김동현",http://www.ls-electric.com,경기도
476,대양금속,9190,"1차 철강 제조업","스테인레스 냉연강판 제조",1994-04-29,12월,조상종,http://www.daiyangmetal.co.kr,충청남도
477,이화산업,760,"기타 전문 도매업","염료(반응성염료,분산염료,범용염료,직접염료,산성염료),염료화성품,합성수지,고무 도매,제조",1994-04-29,12월,홍성우,http://www.rifa.co.kr,서울특별시
478,동원시스템즈,14820,"플라스틱제품 제조업","포장용 플라스틱제품 제조 외",1994-03-29,12월,"장성학,조점근,서범원",http://dongwonsystems.com/,충청남도
479,삼성중공업,10140,"선박 및 보트 건조업","선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업",1994-01-28,12월,"최성안, 정진택",http://www.samsungshi.com,경기도
480,모토닉,9680,"자동차 신품 부품 제조업","자동차용 기화기(캬브레타,다이캐스트,연료펌프) 제조,판매",1994-01-14,12월,"김영봉, 신현돈(각자 대표이사)",http://www.motonic.co.kr,서울특별시
481,화신,10690,"자동차 신품 부품 제조업","자동차엔진부품(ARM류,C/MBR류),자동차부품 제조",1994-01-14,12월,"정서진, 장의호",http://www.hwashin.co.kr,경상북도
482,삼화페인트공업,390,"기타 화학제품 제조업","건축용페인트,공업용페인트,분체도료 등 제조",1993-09-10,12월,"류기붕,배맹달(각자대표)",http://www.samhwa.com,경기도
483,경동나비엔,9450,"가정용 기기 제조업","가정용기름보일러,입형,횡형 온수보일러,가스보일러,버너,흡수식 냉온수기,전기보일러,진공온수보일러,태양열보일러 제조,판매",1993-08-31,12월,"손연호, 김종욱 (각자대표)",http://www.kdnavien.co.kr,경기도
484,DB,12030,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1993-01-06,12월,"문덕식,강운식 (각자 대표이사)",http://www.dbinc.co.kr,서울특별시
485,SGC에너지,5090,전기업,"증기, 전기, REC(신재생에너지공급인증서)",1993-01-06,12월,"이우성, 박준영, 이복영",http://www.sgcenergy.co.kr,서울특별시
486,대림비앤코,5750,"내화, 비내화 요업제품 제조업","위생도기,내장타일,조립식욕실제품 제조,판매/부동산 임대",1992-12-23,12월,강태식,http://www.daelimbnco.com,경상남도
487,대한해운,5880,"해상 운송업","외항화물운송,국제해운대리점",1992-04-23,12월,김만태,http://www.korealines.co.kr,서울특별시
488,휴니드테크놀러지스,5870,"통신 및 방송 장비 제조업","무선통신기기,군납용무전기,위성방송수신기 제조",1991-09-03,12월,신종석,http://www.huneed.com,인천광역시
489,수산중공업,17550,"특수 목적용 기계 제조업","유압브레이커,트럭크레인,플라즈마 파암장비,특장차,산업기계,건설기계 제조,도매",1991-08-30,12월,"정석현, 신수근(각자 대표이사)",http://www.soosan.co.kr,경기도
490,롯데케미칼,11170,"기초 화학물질 제조업","폴리프로필렌,고밀도폴리에틸렌,에틸렌글리콜,벤젠,에틸렌옥사이드,합성지,부산물 제조",1991-05-30,12월,"신동빈,김교현,이영준,황진구",http://www.lottechem.com,서울특별시
491,세아베스틸지주,1430,"1차 철강 제조업","특수강,철도용품,자동차부품 제조,수출입",1991-03-12,12월,"이태성, 김수호",http://www.seahbesteel.co.kr,서울특별시
492,호텔신라,8770,"기타 상품 전문 소매업","면세판매,관광숙박,외식사업,예식업",1991-03-12,12월,이부진,http://www.hotelshilla.net,서울특별시
493,태경비케이,14580,"시멘트, 석회, 플라스터 및 그 제품 제조업","생석회,소석회,석회비료 제조,판매/비금속광물 광업/산업폐기물 재생처리/휴게소 운영",1991-03-07,12월,"김민정,정구일 (각자 대표이사)",http://www.bkmp.co.kr,서울특별시
494,화승코퍼레이션,13520,"자동차 신품 부품 제조업","산업용 고무제품(호스시트,벨트,펜더 등) 제조, 판매",1991-02-22,12월,"허성룡,현지호",http://www.hscorp.com,부산광역시
495,신흥,4080,"기계장비 및 관련 물품 도매업","치과용기자재(방사선장치,전기진단장치),주사침 도소매,제조/부동산 임대",1991-02-08,12월,이용익,http://www.shinhung.co.kr,서울특별시
496,화승인더스트리,6060,"플라스틱제품 제조업","포장용 합성수지 제조/신발,필름 판매/부동산 임대",1991-02-04,12월,"대표이사 현석호",http://www.hsi.co.kr,부산광역시
497,극동유화,14530,"석유 정제품 제조업","윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소",1991-01-31,12월,"장홍선, 장선우 (각자대표)",http://www.kdoc.co.kr,경상남도
498,고려산업,2140,"곡물가공품, 전분 및 전분제품 제조업","배합사료,플라스틱용기 제조/부동산 임대",1991-01-14,12월,"전장열, 김영교(각자 대표이사)",http://www.hafeed.co.kr,부산광역시
499,대현,16090,"봉제의복 제조업","여성의류 및 악세사리류 제조,도매,유통(백화점)",1990-09-20,12월,신현균,http://www.daehyun.co.kr,서울특별시
500,케이비아이동국실업,1620,"자동차 신품 부품 제조업","자동차부품(에어닥트,글로벌박스,노즐,어셈블리류,핸들류) 제조,판매/공장 임대",1990-09-15,12월,김진산,http://kbidongkook.com,서울특별시
501,광명전기,17040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,가스절연개폐장치,빌딩자동화시스템,중앙감시반,자동제어반 제조,도소매,무역",1990-09-14,12월,"이재광,조광식",http://www.kmec.co.kr,경기도
502,부산산업,11390,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘 제조,판매",1990-09-14,12월,정영교,http://www.busanind.co.kr,부산광역시
503,STX,11810,"상품 종합 도매업","에너지 원료(석탄,석유),산업기자재(기계부품) 도매",1990-09-12,12월,박상준,http://www.stx.co.kr,경상남도
504,고려아연,10130,"1차 비철금속 제조업","연,아연괴 제조,판매",1990-07-28,12월,"최윤범, 박기덕",http://www.koreazinc.co.kr,서울특별시
505,청호ICT,12600,"일반 목적용 기계 제조업","금융단말기(현금자동입출금기,온라인단말기),통신기기 제조,판매",1990-07-10,12월,"김두철 대표이사",http://www.chunghoict.com,경기도
506,팜젠사이언스,4720,"의약품 제조업","의약품 외",1990-06-15,12월,"김혜연 박희덕(각자)",http://www.pharmgenscience.com,경기도
507,무림페이퍼,9200,"펄프, 종이 및 판지 제조업","지류,아트지,백상지 제조",1990-06-09,12월,이도균,http://www.moorim.co.kr,경상남도
508,현대차증권,1500,"금융 지원 서비스업","유가증권의매매,위탁매매,유가증권의 중개,대리/부동산 임대",1990-06-09,12월,최병철,http://hmsec.com,서울특별시
509,금비,8870,"유리 및 유리제품 제조업","유리제품(주류병) 제조/화장품 도소매,수입(병제조기기)",1990-06-08,09월,고기영,http://www.e-kumbi.co.kr,경기도
510,대동전자,8110,"통신 및 방송 장비 제조업","통신음향,전자기계기구용 플라스틱제품 제조,도매",1990-06-05,03월,김명성,http://www.daidong.com,서울특별시
511,원림,5820,"직물직조 및 직물제품 제조업","고무,플라스틱제품,산업용포장재,PP.BAG,타포린 제조,도매/부동산 임대/주택 신축,판매/인터넷 정보통신/벤처회사 투자",1990-04-20,12월,신성엽,http://www.wonlim.co.kr,서울특별시
512,서흥,8490,"기타 화학제품 제조업","의약품(하드캅셀,건강보조식품,소프트캅셀),건강보조식품,인삼제품 제조,판매",1990-03-27,12월,양주환,http://www.suheung.com,충청북도
513,성문전자,14910,"전자부품 제조업","콘덴서용 증착필름,압력분무식 플러스자동도포기 제조,판매",1990-03-24,12월,신준섭,http://www.smec-korea.co.kr,경기도
514,HLB글로벌,3580,"기타 비금속광물 광업","모래 및 자갈 채취업,콤부차,그린월,화장품,신약개발 등",1990-03-23,12월,김광재,http://www.hlbglobal.co.kr,강원특별자치도
515,HLB글로벌,3580,"기타 비금속광물 광업","모래 및 자갈 채취업,콤부차,그린월,화장품,신약개발 등",1990-03-23,12월,김광재,http://www.hlbglobal.co.kr,강원도
516,일진홀딩스,15860,"기타 금융업","전기산업용기기(개폐기,차단기,배전반),자동화시스템,자동차엔진부품,절연전선,금구류,고압선,저압선 제조,판매/전기공사,가스절연차단기",1990-03-22,12월,허정석,http://www.iljin.co.kr,경기도
517,대영포장,14160,"골판지, 종이 상자 및 종이용기 제조업","골판지원단,골판지상자 제조",1990-03-06,12월,"강병은,손용수",http://www.dypc.co.kr,경기도
518,영화금속,12280,"자동차 신품 부품 제조업","자동차부품,건축자재(관이음쇠) 제조,판매",1990-01-25,12월,"최동윤(단독 대표이사)",http://www.yeonghwa.co.kr,경상남도
519,신풍제약,19170,"의약품 제조업","의약품(항생제,혈전용해제,향정신성약품,구충제) 제조,판매",1990-01-20,12월,"유 제 만",http://www.shinpoong.co.kr,경기도
520,동성제약,2210,"의약품 제조업","의약품,화장품 제조,도매",1990-01-19,12월,이양구,http://dongsung-pharm.co.kr,서울특별시
521,아센디오,12170,"영화, 비디오물, 방송프로그램 제작 및 배급업","석탄(점결탄) 판매",1989-12-20,12월,"신동철, 강재현",http://ascendio.co.kr,서울특별시
522,한올바이오파마,9420,"의약품 제조업","의약품 제조,도매/부동산 임대",1989-12-18,12월,"정승원,박수진(공동대표이사)",http://www.hanall.co.kr,대전광역시
523,유니켐,11330,"가죽, 가방 및 유사제품 제조업","피혁 제조,도매,무역,부동산임대",1989-12-14,12월,이장원,http://www.uni-chem.net,경기도
524,대창,12800,"1차 비철금속 제조업","황동봉,동합금괴 제조,판매",1989-12-05,12월,"조시영, 김옥렬",http://www.brassone.com,경기도
525,국보,1140,"도로 화물 운송업","화물자동차운송,콘테이너운송,수출입화물보관,도로운송,CY보관,하역",1989-12-02,12월,박찬하,http://www.kukbo.com,부산광역시
526,일성건설,13360,"토목 건설업","건축공사,토목공사,전기공사",1989-12-02,12월,유필상,http://www.ilsungconst.co.kr,인천광역시
527,까뮤이앤씨,13700,"건물 건설업","토목공사,건축공사/부동산 임대",1989-11-30,12월,"손병재, 이은규 (각자 대표이사)",http://www.camusenc.com,경기도
528,보락,2760,"기타 화학제품 제조업","식품향료,식품첨가물,화학제품,껌베이스(자일리톨,에리스리톨),담배향료 제조,판매",1989-11-30,12월,정기련,http://www.bolak.co.kr,경기도
529,선도전기,7610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,중전기기 제조,도매/전기공사",1989-11-30,12월,하봉수,http://www.seondo.co.kr,경기도
530,씨아이테크,4920,"그외 기타 제품 제조업","컴퓨터 소프트웨어,하드웨어 서버,도매",1989-11-30,12월,김대영,http://www.citech.kr,서울특별시
531,광동제약,9290,"의약품 제조업","의약품,식음료 제조,도매",1989-11-17,12월,최성원,http://www.ekdp.com,서울특별시
532,갤럭시아에스엠,11420,"스포츠 서비스업","스포츠중계권,스포츠마케팅,광고",1989-11-14,12월,이반석,http://galaxiasme.com,서울특별시
533,남성,4270,"기타 전문 도매업","수출입(카오디오)/통신기기 제조,판매/이동통신,유선방송,정보통신/생활필수품,식품 판매/부동산 임대",1989-11-14,12월,"윤성호, 윤봉수",http://www.namsung.com,서울특별시
534,KISCO홀딩스,1940,"1차 철강 제조업",지주사업,1989-11-13,12월,"장세홍, 이병제 (각자대표)",http://www.kiscoholdings.co.kr,경상남도
535,태영건설,9410,"토목 건설업","종합건설업(토목공사,도로공사,건축공사,관급공사,환경공사,상하수도공사,하수종말처리공사)/부동산 임대,매매",1989-11-13,12월,이재규,http://www.taeyoung.com,경기도
536,한국특강,7280,"1차 철강 제조업","철강압연제품(앵글,이형형강,평철,환봉) 제조,판매",1989-11-13,12월,"한길구, 박성우",http://www.ekosco.com,경상남도
537,한솔로지스틱스,9180,"기타 운송관련 서비스업","지류펄프 보관창고 운영/화물취급,화물운송알선,물류컨설팅/종합쇼핑몰운영,통신판매,인터넷백화점",1989-11-13,12월,황규호,http://www.hansollogistics.com,서울특별시
538,삼양통상,2170,"가죽, 가방 및 유사제품 제조업","피혁원단,혁제운동화,혁제장갑,혁제스포츠용품 제조,상품중개,무역",1989-11-10,12월,"허남각, 허준홍 (2인 각자 대표이사)",http://www.samyangts.com,서울특별시
539,SK텔레콤,17670,"전기 통신업","이동전화,무선호출서비스,부가통신",1989-11-07,12월,유영상,http://www.sktelecom.com,서울특별시
540,진양폴리우레탄,10640,"플라스틱제품 제조업","폴리우레탄,폴리우레탄스폰지 제조,판매",1989-09-30,12월,조영태,http://www.chinyangpoly.kr,경기도
541,미창석유공업,3650,"석유 정제품 제조업","윤활유,고무배합유,전기절연유 제조,판매,수출입",1989-09-27,12월,유재순,http://www.michang.co.kr,부산광역시
542,삼익THK,4380,"일반 목적용 기계 제조업","직선운동시스템,메카트로시스템,기타정밀 자동화기기 제조,판매/전자상거래,인터넷 관련 s/w,h/w 개발,판매,유지보수",1989-09-26,12월,"진영환, 진주완",http://www.samickthk.co.kr,대구광역시
543,미원상사,2840,"기타 화학제품 제조업","계면활성제,분황,황산,도료첨가제,프라스틱첨가제 제조",1989-09-25,12월,"홍창식, 강신우(각자대표)",http://www.mwc.co.kr,경기도
544,서연,7860,"기타 금융업","자동차부품(승용차내장품-도어트림,헤드라이닝,승용차시트) 제조,도매",1989-09-09,12월,유양석,http://www.seo-yon.com,경기도
545,세우글로벌,13000,"기타 전문 도매업","화공약품.엔지니어링 플라스틱,페놀계제품,석유화학제품 판매/철재가구,사무목재가구 제조/교육사업",1989-09-05,12월,안백순,http://www.sewoo21.co.kr,인천광역시
546,현대모비스,12330,"자동차 신품 부품 제조업","자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",1989-09-05,12월,"정의선, 조성환",http://www.mobis.co.kr,서울특별시
547,쎌마테라퓨틱스,15540,"기타 사업지원 서비스업","교육서비스, 의약품개발, 상품권유통",1989-09-02,12월,송관호,http://www.thelma.co.kr,서울특별시
548,KG케미칼,1390,"기초 화학물질 제조업","콘크리트혼화제, 비료, 친환경농자재, 수처리제",1989-08-25,12월,"곽정현, 김재익",http://www.kgchem.co.kr,울산광역시
549,대우부품,9320,"자동차 신품 부품 제조업","전해콘덴서,복합부품,전자튜너 제조",1989-08-25,12월,"서중호,문종은",http://www.dwecc.com,전라북도
550,현대해상,1450,보험업,손해보험(자동차보험),1989-08-25,12월,"조용일, 이성재",http://www.hi.co.kr,서울특별시
551,현대지에프홀딩스,5440,"기타 금융업","백화점,여행알선,숙박,음식점/부동산 임대",1989-08-22,12월,"이진원 (단독 대표이사)",http://www.hyundaigreenfood.com,경기도
552,한국전력공사,15760,전기업,"전력자원개발,발전,송전,전력용기자재확보",1989-08-10,12월,이정복,http://www.kepco.co.kr,전라남도
553,국도화학,7690,"기초 화학물질 제조업","에폭시수지,폴리아마이드수지,아염소산소다 제조,도소매",1989-08-05,12월,"이시창, 허연진",http://www.kukdo.com,서울특별시
554,녹십자,6280,"의약품 제조업","알부민외 제조,판매",1989-08-01,12월,허은철,http://www.gccorp.com,경기도
555,SIMPAC,9160,"1차 철강 제조업","프레스, 합금철",1989-07-29,12월,최진식,http://www.simpac.co.kr,인천광역시
556,윌비스,8600,"생활용품 도매업","스웨터,니트,셔츠 도매,제조/컴퓨터주변기기 무역,오파,임대",1989-07-28,12월,"임찬혁(대표집행임원), 송주호(대표집행임원)",http://www.willbes.com,충청남도
557,대창단조,15230,"자동차 신품 부품 제조업","자동차,중장비 부품(크랭크샤프트,트랙링크조립체,커넥팅로드,중장비롤러류),기어,동력전달장치,단조가공품,단조품 제조",1989-07-25,12월,박권일,http://www.dcf.co.kr,경상남도
558,사조산업,7160,"어로 어업","원양어업(참치,명태,오징어),육가공,참치통조림,장류 제조/냉동냉장 창고운영/부동산 임대/컴퓨터,소프트웨어 개발,도매/팝콘,구운김 도매",1989-07-25,12월,"이창주, 김치곤 (각자대표)",http://www.sajo.co.kr,서울특별시
559,한익스프레스,14130,"도로 화물 운송업","특수화물 운송(유류,화학류,벌크제품 등),냉동차,탱크로리운송,복합운송 주선,임대,택배/특장차,중기 제조,판매",1989-07-25,12월,"유인철, 이석환 (각자대표)",http://www.hanex.co.kr,경기도
560,사조동아원,8040,"곡물가공품, 전분 및 전분제품 제조업","제분, 배합사료 제조",1989-06-24,12월,남동배,http://www.dongaone.com,서울특별시
561,경인전자,9140,"전자부품 제조업","스위치,리모콘,배선기구,섬머스타트,게임기,전자부품 제조,판매",1989-06-20,12월,김성은,http://www.kie.co.kr,서울특별시
562,무림P&P,9580,"펄프, 종이 및 판지 제조업","표백화학펄프(B.K.P) 제조,목재가공,조림사업",1989-06-20,12월,이도균,http://www.moorimpnp.co.kr,울산광역시
563,인디에프,14990,"봉제의복 제조업","여성의류,남성의류,캐쥬얼웨어 제조",1989-06-20,12월,손수근,http://www.inthef.co.kr,서울특별시
564,한솔피엔에스,10420,"기타 전문 도매업","정보시스템구축 및 유지보수, 포장재제조 및 가공, 지류가공 및 판매",1989-05-31,12월,"강준석,김형준(각자대표)",http://www.hansolpns.com,서울특별시
