id,stock_code,jobp_rating,jobp_paywellfare,jobp_worklifebal,jobp_culture,jobp_opportunity,jobp_manager,jobp_recommend,jobp_ceo,jobp_potential,jobp_cnt,blind_rating,blind_cnt,blind_opportunity,blind_worklifebal,blind_paywellfare,blind_culture,blind_manager,corp
156,003220,3,3.8,2.9,2.5,3,3,0.44,0.67,0.37,462,2.8,362,2.5,2.9,3.4,2.3,2.6,대원제약
157,024890,2.6,1.7,3.4,2.8,2.2,2.1,0.16,0.31,0.06,31,2.8,6,2.5,3.8,1.7,2.7,2.2,대원화성
158,002880,2.6,3.2,2.7,2.1,2.2,1.9,0.4,0.34,0.19,68,2.8,61,2.7,2.5,3.2,2.1,1.9,대유에이텍
159,000300,2,2.1,2.6,2.3,2.2,2.2,0.22,0.35,0.09,23,0,0,0,0,0,0,0,대유플러스
160,012800,2.7,2.8,3.1,2.5,2.4,2.4,0.37,0.51,0.14,71,3.1,16,2.6,3.6,2.8,2.3,2.3,대창
161,015230,2.5,2.5,2.5,2.6,2.1,2,0.32,0.35,0.18,28,1.9,34,2,2,2,1.9,1.2,대창단조
162,001070,2.3,1.8,2.8,2.1,2.2,2,0.12,0.2,0.01,101,3,9,2.4,4.2,2.2,2.3,2.6,대한방직
163,006650,3.6,3.8,3.7,2.9,3.3,2.9,0.63,0.58,0.33,128,3.2,217,2.9,3.4,3.3,2.6,2.4,대한유화
164,001440,3,2.4,3.3,2.8,2.9,2.4,0.37,0.56,0.15,271,3,197,2.9,3.3,2.4,2.7,2.6,대한전선
165,084010,3.3,3.3,3.3,3,3,2.9,0.54,0.66,0.25,138,3.6,37,2.9,3.6,3.8,2.9,2.9,대한제강
166,001790,3,3.1,3.5,2.5,2.6,2.2,0.46,0.28,0.07,143,3.2,54,2.4,4.2,3.4,2.4,2,대한제당
167,001130,2.9,3,3.1,2.4,2.7,2.2,0.36,0.27,0.07,44,2.6,85,2.3,2.9,2.8,2.2,2,대한제분
168,003490,3.1,3.4,3.1,2.5,2.9,2.1,0.52,0.33,0.27,1086,3.2,1118,2.8,3.4,2.9,2.4,1.9,대한항공
169,005880,3.2,3.3,2.5,2.6,3.2,2.4,0.56,0.38,0.28,61,3,47,3,2.8,3.3,2.4,2.9,대한해운
170,192080,3.4,3.8,3.3,3.1,2.7,2.9,0.55,0.64,0.34,95,3.2,161,2.3,3.7,3.6,3,2.4,더블유게임즈
171,012510,2.4,2.2,2.4,2.2,2.6,1.7,0.22,0.21,0.26,1361,2.4,901,2.6,2.5,2.3,2.1,1.7,더존비즈온
172,004830,3,2.7,3.8,3.1,2,2.3,0.43,0.35,0.05,165,2.5,2,3,3,1.5,1.5,1.5,덕성
173,024900,3.3,3.6,3.3,2.8,2.9,2.4,0.51,0.4,0.13,114,3.1,48,2.8,3.3,3.8,2.7,2.1,덕양산업
174,002150,3,3.1,2.3,2.4,3.3,2.4,0.45,0.49,0.28,368,2.9,311,3.1,2.6,2.9,2.3,2.1,도화엔지니어링
175,001230,3.3,3.5,3.3,2.9,3,2.9,0.6,0.7,0.22,325,0,0,0,0,0,0,0,동국홀딩스
176,004140,2.2,1.9,2.7,2.1,2,1.7,0.15,0.13,0.09,199,3.2,62,2.9,3.9,3,2.9,2.4,동방
177,007590,3,3.3,2.8,2.6,2.8,2.7,0.58,0.52,0.13,24,3.5,2,3.5,3.5,3,3,3,동방아그로
178,005960,3.1,3.1,2.8,3.1,3,2.4,0.4,0.44,0.28,165,3.3,174,3.4,2.8,3.2,3.2,2.4,동부건설
179,026960,4.1,4.2,4.2,3.6,3.7,3.3,0.85,0.62,0.23,319,3.3,59,2.2,4,3.2,2,1.7,동서
180,102260,2.9,2.6,3.4,2.9,3.1,2.2,0.36,0.48,0.09,33,3,29,2.6,3.5,2.6,2.5,2.2,동성케미컬
181,000640,3.4,3.1,3.6,3.1,3,2.7,0.59,0.5,0.14,59,3.7,23,3.5,4.1,3.3,4,3,동아쏘시오홀딩스
182,170900,3.4,3.2,3.8,3.1,3,2.5,0.61,0.38,0.16,405,3.5,506,3,4.3,3,3.3,2.4,동아에스티
183,028100,1.7,2,1.4,1.7,2.4,1.8,0.08,0.32,0.1,119,1.7,32,2.1,1.4,1.6,1.5,1.4,동아지질
184,282690,2.5,2.6,2.2,2.1,2.4,2,0.26,0.28,0.18,77,2.6,5,2.6,3.6,2.8,2.2,1.6,동아타이어
185,001520,2.2,1.8,2.3,2.3,2.4,1.8,0.14,0.24,0.06,296,3.7,52,3,3.6,3.7,3.2,3.2,동양
186,084670,2.2,2.8,2.8,1.9,2.9,2.3,0.31,0.46,0.08,13,2.3,7,2.1,3.1,3.1,2.4,1.9,동양고속
187,008970,2.7,2.7,2.9,2.5,2.6,2.3,0.23,0.42,0.09,57,3.4,5,3,3.8,2.6,2.4,2.2,동양철관
188,092780,3,3.9,2.1,2.2,2.9,2.4,0.37,0.51,0.22,114,3,24,3,2.7,3.8,2.3,2.2,동양피스톤
189,049770,2.4,2.5,2,2.1,2.7,2,0.19,0.25,0.13,1006,2.2,433,2.8,2.1,2.2,1.9,1.6,동원F&B
190,006040,2.2,2.1,1.8,2,2.7,2.1,0.12,0.47,0.1,200,2.3,99,2.9,2,2,1.9,1.8,동원산업
191,014820,2.2,2,1.8,2,2.5,1.9,0.16,0.26,0.26,226,2.1,112,2.5,2,1.9,2,1.7,동원시스템즈
192,163560,2.8,2.8,3.3,2.7,2.7,2.3,0.46,0.41,0.23,81,0,0,0,0,0,0,0,동일고무벨트
193,000020,3.7,3.8,4,3,3.1,2.7,0.67,0.64,0.32,236,3.3,189,2.4,3.7,3.4,2.9,2.4,동화약품
194,000150,3.3,3.2,4,3.5,2.8,2.5,0.48,0.4,0.15,1101,3.3,259,3,3.8,3.1,3.2,2.4,두산
195,034020,3.3,3.2,4,3.5,2.8,2.5,0.48,0.4,0.15,1101,3,776,2.8,4.1,2.5,3.1,2,두산에너빌리티
196,016740,2.6,2,2.6,2.6,2.8,2.3,0.23,0.4,0.13,155,2.9,59,2.8,3.4,2.3,2.7,2.2,두올
197,192650,2.3,2.2,2.7,2.4,2.4,2,0.2,0.32,0.16,149,2.6,80,2.4,3,2.3,2.2,2.1,드림텍
198,003160,3.4,3.8,3.1,3.2,3,2.7,0.58,0.57,0.49,1611,3,66,2.5,3.7,2.7,2.5,2.1,디아이
199,001530,2.3,2,3,2,2.3,2.2,0.19,0.27,0.04,47,2.3,10,2,2.9,2,1.6,1.5,DI동일
200,092200,2.1,2,2.1,1.9,2.2,1.7,0.11,0.15,0.09,142,1.7,54,2,2,1.4,1.6,1.2,디아이씨
201,210540,2.5,3,2.3,2.6,2.2,2.1,0.33,0.36,0.19,83,3.1,17,2.6,3.2,3,2.8,2.6,디와이파워
202,115390,2.7,2.5,3.1,2.5,2.6,1.9,0.32,0.3,0.07,461,2.5,242,2.5,3.3,2.1,2.2,1.6,락앤락
203,032350,1.9,1.6,1.7,1.7,2,1.5,0.08,0.17,0.05,312,1.8,63,2.1,1.6,1.4,1.6,1.5,롯데관광개발
204,089860,3.1,2.8,3.5,3.3,2.7,2.6,0.43,0.39,0.24,400,3.2,380,2.7,3.7,2.6,3.1,2.2,롯데렌탈
205,023530,2.9,3,2.8,2.7,2.6,2.4,0.35,0.45,0.16,1454,2.7,1393,2.5,2.9,2.5,2.3,2,롯데쇼핑
206,020150,2.5,2,2.2,2.1,2.8,2,0.27,0.3,0.35,143,2.8,58,3.2,2.7,2.6,2.3,2.1,롯데에너지머티리얼즈
207,280360,2.4,2.3,2.4,2.3,2.5,2,0.19,0.26,0.07,704,3,151,3,3.5,2.5,2.8,2.3,롯데웰푸드
208,004000,3.5,3.4,4.1,3.3,2.8,2.6,0.61,0.47,0.2,100,3.2,175,2.6,4.1,3.1,2.8,2.1,롯데정밀화학
209,286940,2.7,2.5,3.1,2.6,2.7,2.2,0.28,0.34,0.11,1256,2.6,1477,2.2,3.3,2.3,2.5,1.9,롯데정보통신
210,004990,3.2,3.6,3.6,2.8,3.8,2.6,0.4,0.4,0.4,5,4,22,3.8,4,3.7,3.5,3.5,롯데지주
211,005300,2.6,2.6,2.5,2.5,2.6,2.2,0.28,0.39,0.16,637,2.4,457,2.3,3,2.1,2.2,1.9,롯데칠성
212,011170,3,3.1,3.2,2.7,2.9,2.4,0.45,0.42,0.26,568,2.8,1056,2.9,3.1,2.8,2.5,2,롯데케미칼
213,027740,2.4,2.1,2.3,2.4,2.5,2,0.19,0.32,0.08,128,2.2,28,2.6,2.3,2.3,2.3,1.9,마니커
214,090370,2.4,2.7,2.8,2.5,2.2,2.2,0.3,0.4,0.17,30,3.2,10,2.9,4.2,3,3.3,2.3,메타랩스
215,017180,2.2,2.5,2.8,2,1.9,1.6,0.2,0.11,0.05,168,2.3,54,1.9,3.3,3,2,1.6,명문제약
216,009900,2.6,2.6,2.4,2.3,2.9,2.4,0.2,0.52,0.28,25,3,9,2.9,2.8,3.4,2.7,2.4,명신산업
217,005360,2,1.6,2.7,1.9,2,1.8,0.12,0.25,0.04,265,2.1,49,1.9,3.9,1.5,2,1.6,모나미
218,009680,2.3,2.1,2.2,2.2,2.6,1.9,0.16,0.21,0.07,154,2.3,33,2.8,2.1,2,2,1.8,모토닉
219,009580,3.2,3.5,3.2,2.7,3.1,2.6,0.55,0.65,0.11,121,3,173,2.6,3.2,3.5,2.5,2.3,무림P&P
220,009200,2.9,3.5,2.6,2.5,2.9,2.4,0.39,0.47,0.1,180,3,173,2.6,3.2,3.5,2.5,2.3,무림페이퍼
221,025560,2.4,1.7,2.9,2.9,2.3,1.9,0.1,0.24,0.04,79,2.7,9,2.9,3.3,1.8,2.6,2.9,미래산업
222,007120,2.4,2,2.5,2.5,2.5,2,0.11,0.21,0.14,28,3,1,3,4,2,4,2,미래아이앤지
223,002840,3,3.3,2.6,2.6,2.6,2.7,0.47,0.59,0.47,192,3.5,144,3.5,3.1,3.4,3.1,3.2,미원상사
224,268280,3,3.3,2.9,2.4,2.6,2.7,0.43,0.54,0.45,109,0,0,0,0,0,0,0,미원에스씨
225,003650,2.4,1.9,3.9,2.4,2,1.8,0.27,0.09,0.03,33,1.9,11,1.4,3.4,1.5,1.5,1.3,미창석유
226,155900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,바다로19호
227,001340,3.8,4,3.7,3.2,3.2,3.1,0.69,0.74,0.61,36,3.6,21,3.2,3.6,3.7,3.1,3.1,백광산업
228,035150,2.8,2.3,3.1,2.7,2.8,2,0.2,0.29,0.1,83,2.9,17,3.1,3.9,1.8,3.1,1.9,백산
229,002410,2.4,2.4,2.3,1.9,2.2,2,0.21,0.58,0.21,29,2.4,23,2.2,2.6,2.6,2,2.1,범양건영
230,007210,2.5,2.2,2.8,2.5,2.7,2.1,0.26,0.29,0.08,166,3.1,94,2.7,3.6,3.4,3,2.4,벽산
231,003850,3.1,3.5,3,2.8,2.9,2.7,0.52,0.51,0.34,625,3.3,518,3.2,3.4,3.6,3,2.5,보령
232,000890,2.4,2.6,2.7,2.3,2.1,1.9,0.22,0.35,0.06,88,3.1,12,2.8,3.5,2.8,2.6,2.6,보해양조
233,003000,2.8,2.4,3.5,2.5,2.3,2.2,0.31,0.29,0.11,250,2.9,127,2.6,3.8,2.2,2.6,2.1,부광약품
234,011390,3.3,4,3.6,2.6,3,2.4,0.65,0.5,0.2,20,0,0,0,0,0,0,0,부산산업
235,002070,2.3,2.1,2.8,2.2,2.2,1.7,0.14,0.18,0.03,203,2.5,69,2.3,3.3,2,2.2,1.8,비비안
236,100220,3.1,2.8,3.3,3.2,2.5,2.5,0.51,0.55,0.14,746,3.1,358,2.9,3.6,2.5,3.1,2.3,비상교육
237,090460,2.3,2.3,1.9,2,2.3,1.9,0.19,0.29,0.23,391,2,79,2.1,2.3,1.7,1.9,1.6,비에이치
238,005180,3.2,3.4,2.9,2.8,2.7,2.5,0.47,0.53,0.14,506,3.6,294,3,4.3,3.5,3.3,2.7,빙그레
239,003960,2.3,2.1,2.3,2.1,2.4,1.9,0.16,0.21,0.11,238,2.3,168,2.7,2.4,1.8,1.9,1.6,사조대림
240,008040,2.5,2.5,2.7,2.4,2.3,1.9,0.2,0.23,0.03,71,2.4,37,2.5,2.4,1.9,2.1,1.7,사조동아원
241,007160,1.6,1.8,1.7,1.6,2.2,1.6,0.12,0.14,0.07,102,1.8,28,2.7,1.7,1.7,1.5,1.3,사조산업
242,001470,3.3,2.8,3.5,3.4,3.2,2.4,0.43,0.3,0.24,51,3.4,65,3.2,3.8,3.2,3.3,2.6,삼부토건
243,006400,3.4,3.8,3.1,3.2,3,2.7,0.58,0.57,0.49,1611,3.2,1394,3.1,3.1,3.2,3,2.4,삼성SDI
244,006660,1.7,1.4,1.7,2,1.9,1.5,0.08,0.09,0.01,148,2,4,2.5,1.5,1.5,2,1.3,삼성공조
245,028260,3.3,4.2,2.8,3.1,3,2.4,0.5,0.39,0.17,779,3.4,1121,3.3,3.3,3.5,3.2,2.6,삼성물산
246,207940,3.7,3.8,3.3,3.7,3.2,3.1,0.73,0.68,0.7,852,3.4,1450,3.3,3.3,3.2,3.4,2.5,삼성바이오로직스
247,018260,3.5,3.9,3.4,3.4,3.3,2.7,0.64,0.42,0.29,1978,3.3,2131,2.6,4,3.7,3.2,2,삼성에스디에스
248,028050,3.2,3.5,2.9,3.1,2.9,2.4,0.42,0.45,0.21,912,2.9,694,2.8,3,2.9,2.8,1.8,삼성엔지니어링
249,009150,3.3,3.8,2.9,3.2,3,2.9,0.55,0.59,0.36,1276,3.6,918,3.2,3.5,3.7,3.4,3.1,삼성전기
250,005930,3.8,4.2,3.1,3.5,3.5,3.2,0.75,0.69,0.52,8688,3.5,12302,3.3,3.1,3.8,3.3,2.6,삼성전자
251,010140,2.8,2.8,3,2.8,2.7,2.1,0.24,0.25,0.09,1846,2.2,1322,2.3,3.4,1.8,2.3,1.4,삼성중공업
252,006110,2.8,2.5,3.5,2.7,2.6,2.3,0.36,0.4,0.18,55,3.2,30,2.9,4,2.5,3.3,2.5,삼아알미늄
253,145990,3.1,2.9,3.4,2.9,2.9,2.6,0.47,0.46,0.12,345,3,413,2.7,3.6,2.6,2.8,2.3,삼양사
254,003230,2.6,2.1,3.1,2.6,2.7,1.9,0.29,0.26,0.23,581,2.6,436,2.5,3.4,2,2.4,1.8,삼양식품
255,002170,1.9,2.1,1.7,1.6,2.3,1.6,0.13,0.26,0.11,62,2.4,5,2.6,1.6,2.4,1.6,2,삼양통상
256,272550,2.8,3,2.5,2.6,2.6,2.3,0.35,0.37,0.23,62,3.4,67,3.1,3,3.4,3.1,2.8,삼양패키징
257,000070,2.7,2.7,3.2,2.8,2.7,2.4,0.3,0.41,0.18,88,3,124,2.8,3,2.7,2.7,2.5,삼양홀딩스
258,003720,2.4,2,2.5,2,1.8,1.6,0.23,0.16,0.09,384,2.7,29,2.9,2.2,2.3,2.3,2.1,삼영
259,002810,2.2,2.5,4,2,2.1,1.7,0.15,0.17,0.04,26,1.8,4,1.3,4.5,1.8,2,1.5,삼영무역
260,005680,2.4,2,2.5,2,1.8,1.6,0.23,0.16,0.09,384,1.8,25,1.9,2.6,1.5,1.5,1.2,삼영전자
261,004380,3.3,3.4,3.3,3,3.1,2.7,0.52,0.53,0.25,158,3.2,160,2.8,3.3,3,2.6,2.3,삼익THK
262,002450,2.1,1.9,2.3,1.9,2,1.6,0.2,0.13,0.06,142,1.9,32,1.6,2.6,1.6,1.7,1.2,삼익악기
263,004440,2.4,2.2,2.7,2.3,2.2,1.8,0.26,0.32,0.16,19,2.1,22,2,2.6,2,1.9,1.9,삼일씨엔에스
264,000520,2.8,3.1,3.1,2.4,2.7,2.1,0.36,0.32,0.07,192,3,156,2.5,3.6,2.7,2.7,2,삼일제약
265,005500,3.1,3.7,3.6,2.4,2.4,2.4,0.47,0.41,0.22,166,3.5,133,2.6,4,4,2.8,2.7,삼진제약
266,004690,3.5,3.9,4,3,2.9,2.6,0.67,0.6,0.14,117,3.8,129,2.6,4.5,3.9,2.9,2.5,삼천리
267,010960,2.4,2.5,1.6,2,2.8,2.1,0.22,0.4,0.16,167,2.5,34,3.2,1.7,2.6,1.9,2.2,삼호개발
268,004450,2.6,2.8,2.2,2.4,2.4,2,0.28,0.23,0.05,80,2.8,11,2.4,3.1,2.5,2.9,2.4,삼화왕관
269,009470,2.6,2.4,2.6,2.3,2.2,2.4,0.28,0.41,0.16,114,0,0,0,0,0,0,0,삼화전기
270,001820,2.3,2.5,2.2,2,2.4,1.9,0.23,0.29,0.18,346,2.5,94,2.7,3,2.7,2.1,2,삼화콘덴서
271,000390,2.7,2.9,2.4,2.2,2.8,2.1,0.29,0.25,0.1,340,2.9,158,2.7,2.7,3,2.3,2,삼화페인트
272,041650,3.2,3.7,2.9,3,3.1,2.8,0.65,0.68,0.24,95,3.5,59,3,4,3.8,3.1,2.4,상신브레이크
273,075180,2,2.8,2.1,1.7,2.1,1.9,0.19,0.13,0.07,122,1.9,40,1.9,2.3,2.7,1.6,1.3,새론오토모티브
274,007540,2.6,1.7,3.4,3,2.4,2.2,0.27,0.29,0.13,716,2.6,296,2.4,3.5,1.6,2.7,2,샘표
275,248170,2.6,1.7,3.4,3,2.4,2.2,0.27,0.29,0.13,716,2.6,296,2.4,3.5,1.6,2.7,2,샘표식품
276,007860,2,2.2,2,2,2.4,1.6,0.13,0.16,0.11,638,4.5,4,4.5,4.5,4.8,4.3,4.5,서연
277,200880,3.4,3.9,2.8,2.6,3.2,2.6,0.61,0.42,0.25,103,3.3,138,3.1,3.4,3.6,2.7,2.3,서연이화
278,017390,4,4.1,4.2,3.2,3,2.8,0.76,0.53,0.24,38,4.2,75,3.3,4.8,4,3.2,2.7,서울가스
279,008490,2.5,2.8,2.6,2,2.4,2.1,0.26,0.37,0.23,282,2.5,77,2.6,2.9,2.9,2,2.2,서흥
280,007610,2.4,2,2.9,2.2,2.1,2.1,0.27,0.32,0.02,41,2.8,8,3.1,3.6,1.5,2.3,1.8,선도전기
281,136490,3,3.2,2.5,2.4,2.9,2.5,0.41,0.57,0.36,287,3.2,259,3.1,2.9,3.2,2.7,2.6,선진
282,003080,3.1,2.9,3.7,2.7,2.7,2.5,0.5,0.47,0.13,32,3.5,17,2.9,4.1,3,3.1,2.9,성보화학
283,004980,2.8,3.4,2.7,2.1,2.6,2.3,0.37,0.37,0.12,96,2.5,80,2.4,2.6,2.9,1.9,1.6,성신양회
284,011300,2.4,2.2,2.1,2.5,2.6,2.3,0.19,0.39,0.11,63,2.4,5,2,4.4,2.6,2.6,1.8,성안
285,000180,2,2.1,2.6,1.8,2.2,1.6,0.19,0.22,0.1,145,2.1,15,2.1,3.2,2.1,1.9,1.7,성창기업지주
286,004360,2.6,3.4,2.5,2.1,2.4,2.1,0.29,0.31,0.15,396,2.8,146,2.9,2.8,2.8,2.3,2.2,세방
287,004490,2.6,3.4,2.5,2.1,2.4,2.1,0.29,0.31,0.15,396,2.6,202,2.5,3,2.7,2.1,1.9,세방전지
288,001430,3.3,3.6,3.1,2.9,3.2,3.2,0.58,0.71,0.18,128,3.5,155,3.3,3.4,3.6,3.1,3,세아베스틸지주
289,019440,3.1,3.3,3,2.6,3,2.7,0.4,0.47,0.13,83,3.4,58,3.1,3.4,3.4,2.9,2.9,세아특수강
290,058650,3.8,3.6,4.1,4.1,3.4,3.9,0.92,0.9,0.31,13,4.4,20,3.9,4.4,3.9,4.3,4.3,세아홀딩스
291,013000,1.8,1.6,2.4,1.9,2.1,1.5,0.11,0.08,0.17,18,2.3,7,2.6,2.4,3.3,2.6,2.1,세우글로벌
292,091090,2.5,2.4,2.8,2.7,2.3,1.9,0.19,0.19,0.05,212,3.5,15,3.5,3.7,2.9,3.3,3,세원이앤씨
293,033530,3,3.1,2.9,2.3,2.7,2.3,0.28,0.44,0.11,107,3.2,108,3,3.9,2.8,2.5,2.3,세종공업
294,075580,2.5,2.4,2.5,2.4,2.4,1.9,0.18,0.22,0.13,215,2.2,74,2.4,2.2,2.2,2.1,1.8,세진중공업
295,068270,3.4,3.7,2.7,3,3.4,2.7,0.61,0.61,0.54,779,3.3,863,3.6,2.9,3.7,2.8,2.3,셀트리온
296,336370,3.5,3.5,3.9,3.3,3.5,2.5,0.5,0.35,0.45,20,3.4,69,3.3,4,3.3,3.1,2.4,솔루스첨단소재
297,248070,3,2.6,3.2,3.1,2.8,2.5,0.44,0.48,0.36,171,3,133,3.2,3.3,2.2,2.8,2.3,솔루엠
298,004430,3.8,3.6,3.9,3.4,3.5,3.1,0.78,0.71,0.39,73,3.7,65,3,4.3,3.7,3.1,2.7,송원산업
299,126720,3.2,3.1,3.6,2.9,2.5,2.6,0.52,0.53,0.27,368,3.4,169,3.1,3.9,3.1,2.9,2.5,수산인더스트리
300,017550,2.7,2.5,2.5,2.7,2.7,2.2,0.34,0.46,0.11,131,3.3,81,3.2,3.6,2.9,3,2.5,수산중공업
301,016590,2.4,2.5,2.7,2.4,2.3,2.1,0.47,0.47,0.13,15,3.2,16,3,3.6,3,3,2.9,신대양제지
302,029530,2.6,2.7,3.2,2.5,2.2,2,0.27,0.25,0.06,545,2.2,184,1.9,3.6,2.1,2,1.5,신도리코
303,004970,2.4,3.1,2.3,1.9,2.3,2,0.34,0.35,0.08,71,2.2,53,2.1,2.3,2.6,1.8,1.4,신라교역
304,011930,2.5,2.2,2.6,2.5,2.8,2.2,0.24,0.34,0.16,368,2.7,152,2.7,3,2.1,2.4,2.1,신성이엔지
305,004170,3.4,3.5,3.7,3.1,2.8,2.9,0.67,0.63,0.31,642,3.4,544,2.8,4,3.4,2.8,2.6,신세계
306,035510,2.9,3.4,3,2.7,2.4,2.5,0.4,0.52,0.18,422,3.2,642,2.7,3.4,3.4,2.9,2.8,"신세계 I&C"
307,031430,3.4,3.5,3.7,3.1,2.8,2.9,0.67,0.63,0.31,642,3.5,602,3.2,4.1,3.5,3.1,2.6,신세계인터내셔날
308,031440,3,3.4,2.9,2.7,2.5,2.6,0.44,0.54,0.19,582,2.8,360,2.5,3.1,3,2.5,2.2,신세계푸드
309,006880,2,2.1,1.7,1.9,2.5,2,0.29,0.43,0.21,14,2.2,13,2,3.2,2.6,2,2,신송홀딩스
310,005800,2.1,1.9,2.4,1.8,2,1.8,0.18,0.28,0.06,305,2.3,56,2.1,3.5,2,2,1.9,신영와코루
311,009270,2.5,2.9,2.2,2.2,2.8,2.1,0.31,0.3,0.11,434,2.8,263,2.7,2.4,3.1,2.3,2.1,신원
312,002870,2.5,2.4,2.7,2.2,2.4,2,0.26,0.28,0.09,334,2,1,2,4,3,3,2,신풍
313,019170,2.5,2.4,2.7,2.2,2.4,2,0.26,0.28,0.09,334,2.7,161,2.6,3.3,2.3,2.2,2.1,신풍제약
