corp,stock_code,sector,year,kis_bond_type,kis_rank,nice_bond_type,nice_rank,rank
AJ네트웍스,95570,서비스업,2019,SB,BBB+,NULL,NULL,BBB
AJ네트웍스,95570,서비스업,2020,SB,BBB+,NULL,NULL,BBB
AJ네트웍스,95570,서비스업,2021,PP,BBB+,NULL,NULL,BBB
AJ네트웍스,95570,서비스업,2022,PP,BBB+,NULL,NULL,BBB
CJ,1040,기타금융,2018,NULL,NULL,SB,AA-,AA-
CJ,1040,기타금융,2019,NULL,NULL,SB,AA-,AA-
CJ,1040,기타금융,2020,NULL,NULL,SB,AA-,AA-
CJ,1040,기타금융,2021,NULL,NULL,SB,AA-,AA-
CJ,1040,기타금융,2022,NULL,NULL,SB,AA-,AA-
CJ대한통운,120,운수창고업,2018,SB,AA-,SB,AA-,AA-
CJ대한통운,120,운수창고업,2019,PP,AA-,SB,AA-,AA-
CJ대한통운,120,운수창고업,2020,SB,AA-,SB,AA-,AA-
CJ대한통운,120,운수창고업,2021,SB,AA-,SB,AA-,AA-
CJ대한통운,120,운수창고업,2022,SB,AA-,SB,AA-,AA-
CJ제일제당,97950,음식료품,2018,SB,AA,SB,AA,AA
CJ제일제당,97950,음식료품,2019,SB,AA,SB,AA,AA
CJ제일제당,97950,음식료품,2020,SB,AA,SB,AA,AA
CJ제일제당,97950,음식료품,2021,SB,AA,SB,AA,AA
CJ제일제당,97950,음식료품,2022,SB,AA,SB,AA,AA
DL,210,화학,2020,SB,AA-,SB,AA-,AA-
DL,210,화학,2021,SB,AA-,SB,AA-,AA-
DL,210,화학,2022,SB,AA-,SB,AA-,AA-
DL,210,화학,2018,NULL,NULL,SB,AA-,AA-
DL,210,화학,2019,NULL,NULL,SB,AA-,AA-
DL이앤씨,375500,건설업,2020,SB,AA-,SB,AA-,AA-
DL이앤씨,375500,건설업,2021,SB,AA-,NULL,NULL,AA-
DL이앤씨,375500,건설업,2022,SB,AA-,NULL,NULL,AA-
DN오토모티브,7340,전기전자,2020,NULL,NULL,SB,A,A
DN오토모티브,7340,전기전자,2021,NULL,NULL,SB,A-,A-
DN오토모티브,7340,전기전자,2022,NULL,NULL,SB,A-,A-
E1,17940,유통업,2018,SB,A+,NULL,NULL,A+
E1,17940,유통업,2019,SB,A+,NULL,NULL,A+
E1,17940,유통업,2020,SB,A+,NULL,NULL,A+
E1,17940,유통업,2021,SB,A+,NULL,NULL,A+
E1,17940,유통업,2022,SB,A+,NULL,NULL,A+
GS,78930,기타금융,2018,SB,AA,SB,AA,AA
GS,78930,기타금융,2019,SB,AA,SB,AA,AA
GS,78930,기타금융,2020,SB,AA,SB,AA,AA
GS,78930,기타금융,2021,SB,AA,SB,AA,AA
GS,78930,기타금융,2022,SB,AA,SB,AA,AA
GS건설,6360,건설업,2018,NULL,NULL,SB,A,A
GS건설,6360,건설업,2019,NULL,NULL,SB,A,A
GS건설,6360,건설업,2020,NULL,NULL,SB,A+,A+
GS건설,6360,건설업,2021,NULL,NULL,SB,A+,A+
GS건설,6360,건설업,2022,NULL,NULL,SB,A+,A+
GS글로벌,1250,유통업,2018,NULL,NULL,SB,A-,A-
GS글로벌,1250,유통업,2019,NULL,NULL,SB,A-,A-
GS리테일,7070,유통업,2019,NULL,NULL,SB,AA,AA
GS리테일,7070,유통업,2020,NULL,NULL,SB,AA,AA
GS리테일,7070,유통업,2021,NULL,NULL,SB,AA,AA
GS리테일,7070,유통업,2022,NULL,NULL,SB,AA,AA
HDC,12630,기타금융,2020,SB,A+,SB,A+,A+
HDC,12630,기타금융,2021,SB,A,SB,A,A
HDC,12630,기타금융,2022,SB,A,SB,A,A
HDC현대EP,89470,화학,2020,NULL,NULL,SB,A-,A-
HDC현대EP,89470,화학,2021,NULL,NULL,SB,A-,A-
HDC현대EP,89470,화학,2022,NULL,NULL,SB,A-,A-
HDC현대산업개발,294870,건설업,2019,SB,A+,SB,A+,A+
HDC현대산업개발,294870,건설업,2020,SB,A+,SB,A+,A+
HDC현대산업개발,294870,건설업,2021,SB,A,SB,A,A
HDC현대산업개발,294870,건설업,2022,SB,A,SB,A,A
HDC현대산업개발,294870,건설업,2018,NULL,NULL,SB,A+,A+
HD현대,267250,기타금융,2019,SB,A-,SB,A-,A-
HD현대,267250,기타금융,2020,SB,A-,SB,A,A-
HD현대,267250,기타금융,2021,SB,A,SB,A,A
HD현대,267250,기타금융,2022,SB,A,SB,A,A
HD현대,267250,기타금융,2018,NULL,NULL,SB,A-,A-
HD현대건설기계,267270,기계,2020,SB,A-,SB,A-,A-
HD현대건설기계,267270,기계,2021,SB,A-,SB,A-,A-
HD현대건설기계,267270,기계,2022,SB,A-,SB,A-,A-
HD현대건설기계,267270,기계,2018,NULL,NULL,SB,A-,A-
HD현대건설기계,267270,기계,2019,NULL,NULL,SB,A-,A-
HD현대인프라코어,42670,기계,2020,SB,A-,BW,BBB+,BBB
HD현대인프라코어,42670,기계,2021,SB,A-,BW,A-,A-
HD현대인프라코어,42670,기계,2022,SB,A-,SB,A-,A-
HD현대인프라코어,42670,기계,2018,NULL,NULL,SB,BBB,BBB
HD현대인프라코어,42670,기계,2019,NULL,NULL,SB,"BBB ",BBB
HD현대일렉트릭,267260,전기전자,2020,SB,A-,SB,A-,A-
HD현대일렉트릭,267260,전기전자,2021,SB,A-,SB,A-,A-
HD현대일렉트릭,267260,전기전자,2022,SB,A-,SB,A-,A-
HD현대일렉트릭,267260,전기전자,2018,NULL,NULL,SB,A-,A-
HD현대일렉트릭,267260,전기전자,2019,NULL,NULL,SB,A-,A-
HD현대중공업,329180,운수장비,2020,SB,A-,SB,A,A-
HD현대중공업,329180,운수장비,2021,SB,A-,SB,A,A-
HD현대중공업,329180,운수장비,2022,SB,A-,NULL,NULL,A-
HL만도,204320,운수장비,2020,SB,AA-,SB,AA-,AA-
HL만도,204320,운수장비,2021,SB,AA-,SB,AA-,AA-
HL만도,204320,운수장비,2022,SB,AA-,SB,AA-,AA-
HL만도,204320,운수장비,2018,NULL,NULL,SB,AA-,AA-
HL만도,204320,운수장비,2019,NULL,NULL,SB,AA-,AA-
HL홀딩스,60980,기타금융,2019,SB,A,SB,AA-,A
HL홀딩스,60980,기타금융,2020,SB,A,SB,A,A
HL홀딩스,60980,기타금융,2021,SB,A,SB,A,A
HL홀딩스,60980,기타금융,2022,SB,A,SB,A,A
HL홀딩스,60980,기타금융,2018,NULL,NULL,SB,A,A
HMM,11200,운수창고업,2019,NULL,NULL,CB,BB,JB
HSD엔진,82740,기계,2018,NULL,NULL,SB,BBB-,BBB
JW홀딩스,96760,기타금융,2022,NULL,NULL,SB,BBB-,BBB
KC코트렐,119650,기계,2021,SCB,BB-,NULL,NULL,JB
KR모터스,40,운수장비,2018,NULL,NULL,BW,B-,JB
KR모터스,40,운수장비,2019,NULL,NULL,BW,B-,JB
KR모터스,40,운수장비,2020,NULL,NULL,BW,B-,JB
KR모터스,40,운수장비,2021,NULL,NULL,BW,B-,JB
LF,93050,섬유의복,2018,SB,AA-,SB,AA-,AA-
LF,93050,섬유의복,2019,SB,AA-,SB,AA-,AA-
LF,93050,섬유의복,2020,SB,AA-,SB,AA-,AA-
LF,93050,섬유의복,2021,SB,AA-,SB,AA-,AA-
LF,93050,섬유의복,2022,SB,AA-,SB,AA-,AA-
LG디스플레이,34220,전기전자,2018,SB,AA-,SB,AA-,AA-
LG디스플레이,34220,전기전자,2019,SB,A+,SB,A+,A+
LG디스플레이,34220,전기전자,2020,SB,A+,SB,A+,A+
LG디스플레이,34220,전기전자,2021,SB,A+,SB,A+,A+
LG디스플레이,34220,전기전자,2022,SB,A,SB,A,A
LG생활건강,51900,화학,2018,NULL,NULL,SB,AA+,AA+
LG에너지솔루션,373220,전기전자,2019,SB,AA+,SB,AA+,AA+
LG에너지솔루션,373220,전기전자,2020,SB,AA+,SB,AA+,AA+
LG에너지솔루션,373220,전기전자,2021,SB,AA+,SB,AA+,AA+
LG에너지솔루션,373220,전기전자,2022,SB,AA,SB,AA,AA
LG유플러스,32640,통신업,2018,SB,AA,SB,AA,AA
LG유플러스,32640,통신업,2019,SB,AA,SB,AA,AA
LG유플러스,32640,통신업,2020,SB,AA,SB,AA,AA
LG유플러스,32640,통신업,2021,SB,AA,SB,AA,AA
LG유플러스,32640,통신업,2022,SB,AA,SB,AA,AA
LG이노텍,11070,전기전자,2019,SB,AA-,SB,AA-,AA-
LG이노텍,11070,전기전자,2020,SB,AA-,SB,AA-,AA-
LG이노텍,11070,전기전자,2021,SB,AA-,SB,AA-,AA-
LG이노텍,11070,전기전자,2022,SB,AA-,SB,AA-,AA-
LG전자,66570,전기전자,2018,SB,AA,SB,AA,AA
LG전자,66570,전기전자,2019,SB,AA,SB,AA,AA
LG전자,66570,전기전자,2020,SB,AA,SB,AA,AA
LG전자,66570,전기전자,2021,SB,AA,SB,AA,AA
LG전자,66570,전기전자,2022,SB,AA,SB,AA,AA
LG헬로비전,37560,서비스업,2019,SB,AA-,NULL,NULL,AA-
LG헬로비전,37560,서비스업,2020,SB,AA-,NULL,NULL,AA-
LG헬로비전,37560,서비스업,2021,SB,AA-,NULL,NULL,AA-
LG헬로비전,37560,서비스업,2022,SB,AA-,NULL,NULL,AA-
LG헬로비전,37560,서비스업,2018,NULL,NULL,SB,A+,A+
LG화학,51910,화학,2019,SB,AA+,SB,AA+,AA+
LG화학,51910,화학,2020,SB,AA+,SB,AA+,AA+
LG화학,51910,화학,2021,SB,AA+,SB,AA+,AA+
LG화학,51910,화학,2022,SB,AA+,SB,AA+,AA+
LG화학,51910,화학,2018,NULL,NULL,SB,AA+,AA+
LIG넥스원,79550,기계,2019,SB,AA-,SB,AA-,AA-
LIG넥스원,79550,기계,2020,SB,AA-,SB,AA-,AA-
LIG넥스원,79550,기계,2021,SB,AA-,SB,AA-,AA-
LIG넥스원,79550,기계,2022,SB,AA-,SB,AA-,AA-
LIG넥스원,79550,기계,2018,SB,AA-,NULL,NULL,AA-
LS,6260,기타금융,2020,SB,A+,SB,A+,A+
LS,6260,기타금융,2021,SB,A+,SB,A+,A+
LS,6260,기타금융,2022,SB,A+,SB,A+,A+
LS,6260,기타금융,2018,SB,A+,NULL,NULL,A+
LS,6260,기타금융,2019,SB,A+,NULL,NULL,A+
LS네트웍스,680,유통업,2018,NULL,NULL,SB,BBB+,BBB
LS네트웍스,680,유통업,2019,NULL,NULL,SB,BBB+,BBB
LS네트웍스,680,유통업,2020,NULL,NULL,SB,BBB+,BBB
LS네트웍스,680,유통업,2021,NULL,NULL,SB,BBB+,BBB
LS네트웍스,680,유통업,2022,NULL,NULL,SB,BBB+,BBB
LX인터내셔널,1120,유통업,2018,NULL,NULL,SB,AA-,AA-
LX인터내셔널,1120,유통업,2019,NULL,NULL,SB,AA-,AA-
LX인터내셔널,1120,유통업,2020,NULL,NULL,SB,AA-,AA-
LX인터내셔널,1120,유통업,2021,NULL,NULL,SB,AA-,AA-
LX인터내셔널,1120,유통업,2022,NULL,NULL,SB,AA-,AA-
LX하우시스,108670,화학,2020,SB,A+,SB,A+,A+
LX하우시스,108670,화학,2021,PP,A+,SB,A+,A+
LX하우시스,108670,화학,2022,PP,A+,NULL,NULL,A+
LX하우시스,108670,화학,2018,NULL,NULL,SB,AA-,AA-
LX하우시스,108670,화학,2019,NULL,NULL,SB,AA-,AA-
OCI홀딩스,10060,화학,2018,NULL,NULL,SB,A+,A+
OCI홀딩스,10060,화학,2019,NULL,NULL,SB,A,A
OCI홀딩스,10060,화학,2021,NULL,NULL,SB,A,A
SBS,34120,서비스업,2019,SB,AA,SB,AA,AA
SBS,34120,서비스업,2020,SB,AA,SB,AA,AA
SBS,34120,서비스업,2021,SB,AA,SB,AA,AA
SBS,34120,서비스업,2022,SB,AA,SB,AA,AA
SBS,34120,서비스업,2018,NULL,NULL,SB,AA,AA
SGC에너지,5090,전기가스업,2019,SB,A+,NULL,NULL,A+
SGC에너지,5090,전기가스업,2020,SB,A+,NULL,NULL,A+
SGC에너지,5090,전기가스업,2021,SB,A+,NULL,NULL,A+
SGC에너지,5090,전기가스업,2022,SB,A+,NULL,NULL,A+
SK,34730,기타금융,2018,SB,AA+,SB,AA+,AA+
SK,34730,기타금융,2019,SB,AA+,SB,AA+,AA+
SK,34730,기타금융,2020,SB,AA+,SB,AA+,AA+
SK,34730,기타금융,2021,SB,AA+,SB,AA+,AA+
SK,34730,기타금융,2022,SB,AA+,SB,AA+,AA+
SKC,11790,화학,2018,SB,A+,SB,A+,A+
SKC,11790,화학,2019,SB,A+,SB,A+,A+
SKC,11790,화학,2020,SB,A+,SB,A+,A+
SKC,11790,화학,2021,SB,A+,SB,A+,A+
SKC,11790,화학,2022,SB,A+,SB,A+,A+
SK가스,18670,유통업,2018,SB,AA-,SB,AA-,AA-
SK가스,18670,유통업,2019,SB,AA-,SB,AA-,AA-
SK가스,18670,유통업,2020,SB,AA-,SB,AA-,AA-
SK가스,18670,유통업,2021,SB,AA-,SB,AA-,AA-
SK가스,18670,유통업,2022,SB,AA-,SB,AA-,AA-
SK네트웍스,1740,유통업,2018,SB,AA-,SB,AA-,AA-
SK네트웍스,1740,유통업,2019,SB,AA-,SB,AA-,AA-
SK네트웍스,1740,유통업,2020,SB,AA-,SB,AA-,AA-
SK네트웍스,1740,유통업,2021,SB,AA-,SB,AA-,AA-
SK네트웍스,1740,유통업,2022,SB,AA-,SB,AA-,AA-
SK디스커버리,6120,기타금융,2019,SB,A,SB,A,A
SK디스커버리,6120,기타금융,2020,SB,A+,SB,A,A
SK디스커버리,6120,기타금융,2021,SB,A+,SB,A+,A+
SK디스커버리,6120,기타금융,2022,SB,A+,SB,A+,A+
SK디스커버리,6120,기타금융,2018,NULL,NULL,SB,A,A
SK디앤디,210980,서비스업,2020,PP,BBB,NULL,NULL,BBB
SK디앤디,210980,서비스업,2021,SB,BBB,NULL,NULL,BBB
SK디앤디,210980,서비스업,2022,PP,BBB,NULL,NULL,BBB
SK렌터카,68400,서비스업,2020,SB,A,SB,A,A
SK렌터카,68400,서비스업,2021,SB,A,SB,A,A
SK렌터카,68400,서비스업,2022,SB,A+,SB,A+,A+
SK렌터카,68400,서비스업,2018,NULL,NULL,SB,A,A
SK렌터카,68400,서비스업,2019,NULL,NULL,SB,A,A
SK바이오사이언스,302440,의약품,2018,NULL,NULL,SB,A,A
SK바이오사이언스,302440,의약품,2019,NULL,NULL,SB,A,A
SK바이오사이언스,302440,의약품,2020,NULL,NULL,SB,A,A
SK바이오사이언스,302440,의약품,2021,NULL,NULL,SB,A+,A+
SK오션플랜트,100090,철강금속,2019,NULL,NULL,SB,BB-,JB
SK오션플랜트,100090,철강금속,2020,NULL,NULL,SB,BB-,JB
SK오션플랜트,100090,철강금속,2021,NULL,NULL,SB,BB+,JB
SK이노베이션,96770,화학,2020,SB,AA,SB,AA,AA
SK이노베이션,96770,화학,2021,SB,AA,SB,AA,AA
SK이노베이션,96770,화학,2022,SB,AA,SB,AA,AA
SK이노베이션,96770,화학,2018,NULL,NULL,SB,AA+,AA+
SK이노베이션,96770,화학,2019,NULL,NULL,SB,AA,AA
SK케미칼,285130,화학,2018,SB,A,SB,A,A
SK케미칼,285130,화학,2019,SB,A,SB,A,A
SK케미칼,285130,화학,2020,SB,A+,SB,A,A
SK케미칼,285130,화학,2021,SB,A+,SB,A+,A+
SK케미칼,285130,화학,2022,SB,A+,SB,A+,A+
SK텔레콤,17670,통신업,2020,SB,AAA,SB,AAA,AAA
SK텔레콤,17670,통신업,2021,SB,AAA,SB,AAA,AAA
SK텔레콤,17670,통신업,2022,HB,AA+,HB,AA+,AA+
SK텔레콤,17670,통신업,2018,NULL,NULL,SB,AAA,AAA
SK텔레콤,17670,통신업,2019,NULL,NULL,SB,AAA,AAA
SK하이닉스,660,전기전자,2018,SB,AA,SB,AA,AA
SK하이닉스,660,전기전자,2019,SB,AA,SB,AA,AA
SK하이닉스,660,전기전자,2020,SB,AA,SB,AA,AA
SK하이닉스,660,전기전자,2021,SB,AA,SB,AA,AA
SK하이닉스,660,전기전자,2022,SB,AA,SB,AA,AA
TCC스틸,2710,철강금속,2019,NULL,NULL,SB,BB+,JB
TCC스틸,2710,철강금속,2020,NULL,NULL,SB,BB+,JB
TCC스틸,2710,철강금속,2021,NULL,NULL,SB,BB+,JB
TCC스틸,2710,철강금속,2022,NULL,NULL,SB,BB+,JB
TYM,2900,기계,2019,NULL,NULL,SB,BB+,JB
TYM,2900,기계,2020,NULL,NULL,SB,BB+,JB
TYM,2900,기계,2021,NULL,NULL,SB,BB+,JB
TYM,2900,기계,2022,NULL,NULL,SB,BBB-,BBB
가온전선,500,전기전자,2020,SB,A,SB,A,A
가온전선,500,전기전자,2021,SB,A,SB,A,A
가온전선,500,전기전자,2022,SB,A,SB,A,A
가온전선,500,전기전자,2018,NULL,NULL,SB,A,A
가온전선,500,전기전자,2019,NULL,NULL,SB,A,A
광동제약,9290,의약품,2018,NULL,NULL,SB,A,A
광동제약,9290,의약품,2019,NULL,NULL,SB,A,A
광동제약,9290,의약품,2021,NULL,NULL,SB,A,A
광동제약,9290,의약품,2022,NULL,NULL,SB,A,A
국도화학,7690,화학,2020,SB,A+,SB,A+,A+
국도화학,7690,화학,2021,SB,A+,SB,A+,A+
국도화학,7690,화학,2022,SB,A+,SB,A+,A+
국도화학,7690,화학,2018,NULL,NULL,SB,A+,A+
국도화학,7690,화학,2019,NULL,NULL,SB,A+,A+
국동,5320,유통업,2018,BW1,BB-,BW,BB,JB
국동,5320,유통업,2019,BW1,BB-,BW,BB-,JB
국동,5320,유통업,2020,BW1,BB-,BW,BB-,JB
국동,5320,유통업,2021,BW1,BB-,BW,BB-,JB
국동,5320,유통업,2022,BW1,BB-,BW,BB-,JB
금양,1570,화학,2019,NULL,NULL,SB,BB+,JB
금양,1570,화학,2020,NULL,NULL,SB,BB+,JB
금양,1570,화학,2021,NULL,NULL,SB,BB+,JB
금양,1570,화학,2022,NULL,NULL,SB,BB+,JB
금호석유화학,11780,화학,2018,SB,A,SB,A,A
금호석유화학,11780,화학,2019,SB,A,SB,A,A
금호석유화학,11780,화학,2020,SB,A+,SB,A+,A+
금호석유화학,11780,화학,2021,SB,A+,SB,A+,A+
금호석유화학,11780,화학,2022,SB,A+,SB,A+,A+
금호에이치티,214330,운수장비,2018,BW1,BB+,NULL,NULL,JB
금호에이치티,214330,운수장비,2019,BW1,BB+,NULL,NULL,JB
금호에이치티,214330,운수장비,2020,BW1,BB,NULL,NULL,JB
금호에이치티,214330,운수장비,2021,BW1,BB,NULL,NULL,JB
금호에이치티,214330,운수장비,2022,BW1,BB,NULL,NULL,JB
금호전기,1210,전기전자,2018,BW1,B,NULL,NULL,JB
금호전기,1210,전기전자,2019,BW1,B-,NULL,NULL,JB
금호전기,1210,전기전자,2020,BW1,B-,NULL,NULL,JB
금호전기,1210,전기전자,2021,BW1,B-,NULL,NULL,JB
금호전기,1210,전기전자,2022,BW1,B-,NULL,NULL,JB
기아,270,운수장비,2018,SB,AA,SB,AA,AA
기아,270,운수장비,2019,SB,AA,SB,AA,AA
기아,270,운수장비,2020,SB,AA,SB,AA,AA
기아,270,운수장비,2021,SB,AA,SB,AA,AA
깨끗한나라,4540,종이목재,2019,NULL,NULL,SB,BBB,BBB
깨끗한나라,4540,종이목재,2020,NULL,NULL,SB,BBB,BBB
깨끗한나라,4540,종이목재,2021,NULL,NULL,SB,BBB,BBB
깨끗한나라,4540,종이목재,2022,NULL,NULL,SB,BBB,BBB
넥센타이어,2350,화학,2018,SB,A+,SB,A+,A+
넥센타이어,2350,화학,2019,SB,A+,SB,A+,A+
넥센타이어,2350,화학,2020,SB,A+,SB,A+,A+
넥센타이어,2350,화학,2021,SB,A,SB,A,A
넥센타이어,2350,화학,2022,SB,A,SB,A,A
넷마블,251270,서비스업,2019,NULL,NULL,SB,AA-,AA-
넷마블,251270,서비스업,2020,NULL,NULL,SB,AA-,AA-
넷마블,251270,서비스업,2021,NULL,NULL,SB,A+,A+
넷마블,251270,서비스업,2022,NULL,NULL,SB,A+,A+
노루페인트,90350,화학,2018,NULL,NULL,SB,A-,A-
노루페인트,90350,화학,2019,NULL,NULL,SB,A-,A-
노루페인트,90350,화학,2020,NULL,NULL,SB,A-,A-
녹십자,6280,의약품,2018,NULL,NULL,SB,AA-,AA-
녹십자,6280,의약품,2019,NULL,NULL,SB,AA-,AA-
녹십자,6280,의약품,2020,NULL,NULL,SB,A+,A+
녹십자,6280,의약품,2021,NULL,NULL,SB,A+,A+
녹십자,6280,의약품,2022,NULL,NULL,SB,A+,A+
녹십자홀딩스,5250,서비스업,2020,PP,A+,NULL,NULL,A+
녹십자홀딩스,5250,서비스업,2021,PP,A+,NULL,NULL,A+
녹십자홀딩스,5250,서비스업,2022,PP,A+,NULL,NULL,A+
농심홀딩스,72710,기타금융,2018,NULL,NULL,SB,AA,AA
다우기술,23590,서비스업,2019,SB,A,SB,A,A
다우기술,23590,서비스업,2020,SB,A,SB,A,A
다우기술,23590,서비스업,2021,SB,A,SB,A,A
다우기술,23590,서비스업,2022,SB,A,SB,A,A
다우기술,23590,서비스업,2018,NULL,NULL,SB,A,A
대상,1680,음식료품,2018,SB,A+,SB,AA-,A+
대상,1680,음식료품,2019,SB,A+,SB,AA-,A+
대상,1680,음식료품,2020,SB,AA-,SB,AA-,AA-
대상,1680,음식료품,2021,SB,AA-,SB,AA-,AA-
대상,1680,음식료품,2022,SB,AA-,SB,AA-,AA-
대상홀딩스,84690,기타금융,2020,SB,AA-,SB,AA-,AA-
대상홀딩스,84690,기타금융,2021,SB,AA-,SB,AA-,AA-
대상홀딩스,84690,기타금융,2022,SB,AA-,SB,AA-,AA-
대성산업,128820,유통업,2019,NULL,NULL,SB,BB,JB
대성산업,128820,유통업,2020,NULL,NULL,SB,BB,JB
대성산업,128820,유통업,2021,NULL,NULL,SB,BB,JB
대성에너지,117580,전기가스업,2020,NULL,NULL,SB,A+,A+
대성에너지,117580,전기가스업,2021,NULL,NULL,SB,A+,A+
대성에너지,117580,전기가스업,2022,NULL,NULL,SB,A+,A+
대성홀딩스,16710,서비스업,2018,NULL,NULL,SB,A+,A+
대성홀딩스,16710,서비스업,2019,NULL,NULL,SB,A+,A+
대성홀딩스,16710,서비스업,2020,NULL,NULL,SB,A+,A+
대성홀딩스,16710,서비스업,2021,NULL,NULL,SB,A+,A+
대성홀딩스,16710,서비스업,2022,NULL,NULL,SB,A+,A+
대우건설,47040,건설업,2018,NULL,NULL,SB,A-,A-
대우건설,47040,건설업,2019,NULL,NULL,SB,A-,A-
대우건설,47040,건설업,2021,NULL,NULL,SB,A,A
대우건설,47040,건설업,2022,NULL,NULL,SB,A,A
대웅제약,69620,의약품,2018,NULL,NULL,SB,A+,A+
대웅제약,69620,의약품,2019,NULL,NULL,SB,A+,A+
대웅제약,69620,의약품,2020,NULL,NULL,SB,A+,A+
대웅제약,69620,의약품,2021,NULL,NULL,SB,A+,A+
대웅제약,69620,의약품,2022,NULL,NULL,SB,A+,A+
대유에이텍,2880,운수장비,2021,NULL,NULL,CB,BB,JB
