corp,stock_code,sector,year,kis_bond_type,kis_rank,nice_bond_type,nice_rank,rank
한국콜마,161890,화학,2022,NULL,NULL,SB,A,A
한국타이어앤테크놀로지,161390,화학,2019,SB,AA,NULL,NULL,AA
한국타이어앤테크놀로지,161390,화학,2020,SB,AA,NULL,NULL,AA
한국타이어앤테크놀로지,161390,화학,2021,SB,AA,NULL,NULL,AA
한국타이어앤테크놀로지,161390,화학,2022,SB,AA,NULL,NULL,AA
한독,2390,의약품,2022,PP,BBB+,NULL,NULL,BBB
한독,2390,의약품,2018,NULL,NULL,SB,BBB+,BBB
한독,2390,의약품,2019,NULL,NULL,SB,BBB+,BBB
한미약품,128940,의약품,2018,SB,A+,SB,A+,A+
한미약품,128940,의약품,2019,SB,A,SB,A,A
한미약품,128940,의약품,2020,SB,A,SB,A,A
한미약품,128940,의약품,2021,SB,A,SB,A,A
한미약품,128940,의약품,2022,SB,A,SB,A,A
한세실업,105630,섬유의복,2019,NULL,NULL,SB,BBB,BBB
한세실업,105630,섬유의복,2020,NULL,NULL,SB,BBB,BBB
한세실업,105630,섬유의복,2021,NULL,NULL,SB,BBB,BBB
한세실업,105630,섬유의복,2022,NULL,NULL,SB,BBB,BBB
한세엠케이,69640,유통업,2021,NULL,NULL,SB,BB,JB
한솔제지,213500,종이목재,2018,NULL,NULL,SB,A,A
한솔제지,213500,종이목재,2019,NULL,NULL,SB,A,A
한솔제지,213500,종이목재,2020,NULL,NULL,SB,A,A
한솔제지,213500,종이목재,2021,NULL,NULL,SB,A,A
한솔케미칼,14680,화학,2018,SB,A,SB,A,A
한솔케미칼,14680,화학,2019,SB,A,SB,A,A
한솔케미칼,14680,화학,2020,SB,A+,SB,A+,A+
한솔케미칼,14680,화학,2021,SB,A+,SB,A+,A+
한솔케미칼,14680,화학,2022,SB,A+,SB,A+,A+
한솔테크닉스,4710,전기전자,2018,NULL,NULL,SB,BBB+,BBB
한솔테크닉스,4710,전기전자,2019,NULL,NULL,SB,BBB+,BBB
한솔테크닉스,4710,전기전자,2020,NULL,NULL,SB,BBB+,BBB
한솔테크닉스,4710,전기전자,2021,NULL,NULL,SB,BBB+,BBB
한솔테크닉스,4710,전기전자,2022,NULL,NULL,SB,BBB+,BBB
한솔홈데코,25750,종이목재,2022,PP,BBB,NULL,NULL,BBB
한솔홈데코,25750,종이목재,2019,NULL,NULL,SB,BBB,BBB
한솔홈데코,25750,종이목재,2020,NULL,NULL,SB,BBB,BBB
한솔홈데코,25750,종이목재,2021,NULL,NULL,SB,BBB,BBB
한신공영,4960,건설업,2021,SB,BBB,NULL,NULL,BBB
한신공영,4960,건설업,2022,SB,BBB-,NULL,NULL,BBB
한온시스템,18880,기계,2020,SB,AA,SB,AA,AA
한온시스템,18880,기계,2021,SB,AA-,SB,AA-,AA-
한온시스템,18880,기계,2018,SB,AA,NULL,NULL,AA
한온시스템,18880,기계,2019,SB,AA,NULL,NULL,AA
한온시스템,18880,기계,2022,SB,AA-,NULL,NULL,AA-
한일시멘트,300720,비금속광물,2022,SB,A+,NULL,NULL,A+
한일시멘트,300720,비금속광물,2018,NULL,NULL,SB,A+,A+
한일시멘트,300720,비금속광물,2019,NULL,NULL,SB,A+,A+
한일시멘트,300720,비금속광물,2020,NULL,NULL,SB,A+,A+
한일시멘트,300720,비금속광물,2021,NULL,NULL,SB,A+,A+
한일홀딩스,3300,비금속광물,2018,NULL,NULL,SB,A+,A+
한일홀딩스,3300,비금속광물,2019,NULL,NULL,SB,A+,A+
한일홀딩스,3300,비금속광물,2020,NULL,NULL,SB,A+,A+
한일홀딩스,3300,비금속광물,2021,NULL,NULL,SB,A+,A+
한진,2320,운수창고업,2019,SB,BBB+,SB,BBB+,BBB
한진,2320,운수창고업,2020,SB,BBB+,SB,BBB+,BBB
한진,2320,운수창고업,2021,SB,BBB+,SB,BBB+,BBB
한진,2320,운수창고업,2022,SB,BBB+,SB,BBB+,BBB
한진,2320,운수창고업,2018,NULL,NULL,SB,BBB+,BBB
한진칼,180640,운수창고업,2021,SB,BBB,NULL,NULL,BBB
한진칼,180640,운수창고업,2022,SB,BBB,NULL,NULL,BBB
한창,5110,유통업,2020,NULL,NULL,BW,B-,JB
한창,5110,유통업,2021,NULL,NULL,BW,B-,JB
한창,5110,유통업,2022,NULL,NULL,BW,B-,JB
한화,880,화학,2021,SB,A+,SB,A+,A+
한화,880,화학,2022,SB,A+,SB,A+,A+
한화,880,화학,2018,NULL,NULL,SB,A+,A+
한화,880,화학,2019,NULL,NULL,SB,A+,A+
한화,880,화학,2020,NULL,NULL,SB,A+,A+
한화시스템,272210,전기전자,2018,PP,AA-,SB,AA-,AA-
한화시스템,272210,전기전자,2019,PP,AA-,SB,AA-,AA-
한화시스템,272210,전기전자,2020,PP,AA-,NULL,NULL,AA-
한화시스템,272210,전기전자,2021,PP,AA-,NULL,NULL,AA-
한화시스템,272210,전기전자,2022,PP,AA-,NULL,NULL,AA-
한화에어로스페이스,12450,운수장비,2018,NULL,NULL,SB,AA-,AA-
한화에어로스페이스,12450,운수장비,2019,NULL,NULL,SB,AA-,AA-
한화에어로스페이스,12450,운수장비,2020,NULL,NULL,SB,AA-,AA-
한화에어로스페이스,12450,운수장비,2021,NULL,NULL,SB,AA-,AA-
한화에어로스페이스,12450,운수장비,2022,NULL,NULL,SB,AA-,AA-
해태제과식품,101530,음식료품,2021,SB,A,SB,A,A
해태제과식품,101530,음식료품,2022,SB,A,SB,A,A
해태제과식품,101530,음식료품,2020,SB,A,NULL,NULL,A
해태제과식품,101530,음식료품,2018,NULL,NULL,SB,A,A
해태제과식품,101530,음식료품,2019,NULL,NULL,SB,A,A
핸즈코퍼레이션,143210,운수장비,2022,BW1,B,BW,BB-,JB
현대건설,720,건설업,2018,SB,AA-,SB,AA-,AA-
현대건설,720,건설업,2019,SB,AA-,SB,AA-,AA-
현대건설,720,건설업,2020,SB,AA-,SB,AA-,AA-
현대건설,720,건설업,2021,SB,AA-,SB,AA-,AA-
현대건설,720,건설업,2022,SB,AA-,SB,AA-,AA-
현대글로비스,86280,운수창고업,2019,NULL,NULL,SB,AA,AA
현대글로비스,86280,운수창고업,2020,NULL,NULL,SB,AA,AA
현대글로비스,86280,운수창고업,2021,NULL,NULL,SB,AA,AA
현대글로비스,86280,운수창고업,2022,NULL,NULL,SB,AA,AA
현대로템,64350,운수장비,2018,NULL,NULL,SB,A-,A-
현대로템,64350,운수장비,2020,NULL,NULL,SB,BBB+,BBB
현대로템,64350,운수장비,2021,NULL,NULL,SB,A-,A-
현대로템,64350,운수장비,2022,NULL,NULL,SB,A-,A-
현대모비스,12330,운수장비,2020,SB,AA+,SB,AA+,AA+
현대모비스,12330,운수장비,2021,SB,AA+,SB,AA+,AA+
현대모비스,12330,운수장비,2022,SB,AA+,SB,AA+,AA+
현대백화점,69960,유통업,2020,SB,AA+,SB,AA+,AA+
현대백화점,69960,유통업,2021,SB,AA+,SB,AA+,AA+
현대백화점,69960,유통업,2022,SB,AA+,SB,AA+,AA+
현대백화점,69960,유통업,2019,NULL,NULL,SB,AA+,AA+
현대비앤지스틸,4560,철강금속,2020,SB,A,SB,A,A
현대비앤지스틸,4560,철강금속,2021,SB,A,SB,A,A
현대비앤지스틸,4560,철강금속,2022,SB,A,NULL,NULL,A
현대엘리베이터,17800,기계,2018,NULL,NULL,SB,A,A
현대엘리베이터,17800,기계,2019,NULL,NULL,SB,A,A
현대엘리베이터,17800,기계,2020,NULL,NULL,SB,A,A
현대엘리베이터,17800,기계,2021,NULL,NULL,SB,A,A
현대엘리베이터,17800,기계,2022,NULL,NULL,SB,A,A
현대오토에버,307950,서비스업,2020,NULL,NULL,SB,AA-,AA-
현대오토에버,307950,서비스업,2021,NULL,NULL,SB,AA-,AA-
현대오토에버,307950,서비스업,2022,NULL,NULL,SB,AA-,AA-
현대위아,11210,운수장비,2018,SB,AA-,SB,AA-,AA-
현대위아,11210,운수장비,2019,SB,AA-,SB,AA-,AA-
현대위아,11210,운수장비,2020,SB,AA-,SB,AA-,AA-
현대위아,11210,운수장비,2021,SB,AA-,SB,AA-,AA-
현대위아,11210,운수장비,2022,SB,AA-,SB,AA-,AA-
현대자동차,5380,운수장비,2020,SB,AA+,SB,AA+,AA+
현대자동차,5380,운수장비,2021,SB,AA+,SB,AA+,AA+
현대자동차,5380,운수장비,2022,SB,AA+,NULL,NULL,AA+
현대자동차,5380,운수장비,2019,NULL,NULL,SB,AA+,AA+
현대제철,4020,철강금속,2018,SB,AA,SB,AA,AA
현대제철,4020,철강금속,2019,SB,AA,SB,AA,AA
현대제철,4020,철강금속,2020,SB,AA,SB,AA,AA
현대제철,4020,철강금속,2021,SB,AA,SB,AA,AA
현대제철,4020,철강금속,2022,SB,AA,NULL,NULL,AA
현대코퍼레이션,11760,유통업,2018,NULL,NULL,SB,A-,A-
현대코퍼레이션,11760,유통업,2019,NULL,NULL,SB,A-,A-
현대코퍼레이션,11760,유통업,2020,NULL,NULL,SB,A-,A-
현대코퍼레이션,11760,유통업,2021,NULL,NULL,SB,A-,A-
현대코퍼레이션,11760,유통업,2022,NULL,NULL,SB,A-,A-
호텔신라,8770,유통업,2019,SB,AA-,SB,AA-,AA-
호텔신라,8770,유통업,2020,SB,AA-,SB,AA-,AA-
호텔신라,8770,유통업,2021,SB,AA-,SB,AA-,AA-
호텔신라,8770,유통업,2022,SB,AA-,SB,AA-,AA-
호텔신라,8770,유통업,2018,NULL,NULL,SB,AA,AA
화신,10690,운수장비,2018,NULL,NULL,SB,BBB,BBB
화신,10690,운수장비,2019,NULL,NULL,SB,BBB,BBB
화신,10690,운수장비,2020,NULL,NULL,EB,BBB,BBB
화신,10690,운수장비,2021,NULL,NULL,SB,BBB,BBB
화신,10690,운수장비,2022,NULL,NULL,SB,BBB,BBB
효성중공업,298040,전기전자,2018,SB,A,SB,A,A
효성중공업,298040,전기전자,2019,SB,A,SB,A,A
효성중공업,298040,전기전자,2021,SB,A,SB,A,A
효성중공업,298040,전기전자,2022,SB,A,SB,A,A
효성중공업,298040,전기전자,2020,SB,A,NULL,NULL,A
효성첨단소재,298050,화학,2019,SB,A,SB,A+,A
효성첨단소재,298050,화학,2020,SB,A,SB,A,A
효성첨단소재,298050,화학,2021,SB,A,SB,A,A
효성첨단소재,298050,화학,2022,SB,A,SB,A,A
효성첨단소재,298050,화학,2018,NULL,NULL,SB,A+,A+
효성화학,298000,화학,2018,SB,A,SB,A,A
효성화학,298000,화학,2019,SB,A,SB,A+,A
효성화학,298000,화학,2020,SB,A,SB,A,A
효성화학,298000,화학,2021,SB,A,SB,A,A
효성화학,298000,화학,2022,SB,A-,SB,A-,A-
휴비스,79980,화학,2018,NULL,NULL,SB,A-,A-
휴비스,79980,화학,2019,NULL,NULL,SB,A-,A-
휴비스,79980,화학,2020,NULL,NULL,SB,A-,A-
휴비스,79980,화학,2021,NULL,NULL,SB,A-,A-
흥아해운,3280,운수창고업,2018,NULL,NULL,CB,B-,JB
흥아해운,3280,운수창고업,2019,NULL,NULL,CB,CCC,JB
흥아해운,3280,운수창고업,2020,NULL,NULL,CB,CCC,JB
한일현대시멘트,6390,NULL,2022,PP,A,SB,A,A
동원금속,18500,NULL,2018,NULL,NULL,SB,B+,JB
동원금속,18500,NULL,2019,NULL,NULL,SB,B+,JB
동원금속,18500,NULL,2020,NULL,NULL,SB,B+,JB
형지엘리트,93240,NULL,2022,NULL,NULL,SB,B+,JB
신영증권,1720,NULL,2018,NULL,NULL,DLB,AA-,AA-
신영증권,1720,NULL,2019,NULL,NULL,DLB,AA-,AA-
신영증권,1720,NULL,2020,NULL,NULL,ELB,AA-,AA-
신영증권,1720,NULL,2021,NULL,NULL,ELB,AA-,AA-
신영증권,1720,NULL,2022,NULL,NULL,ELB,AA-,AA-
한국토지신탁,34830,NULL,2020,SB,A,NULL,NULL,A
한국토지신탁,34830,NULL,2021,SB,A,NULL,NULL,A
한국토지신탁,34830,NULL,2022,SB,A,NULL,NULL,A
현대차증권,1500,NULL,2018,SBS,A,SB,A,A
현대차증권,1500,NULL,2019,SBS,A+,ELB,A+,A+
현대차증권,1500,NULL,2020,ELB,AA-,ELB,AA-,AA-
현대차증권,1500,NULL,2021,ELB,AA-,ELB,AA-,AA-
현대차증권,1500,NULL,2022,ELB,AA-,SB,A+,A+
예스코홀딩스,15360,NULL,2018,NULL,NULL,SB,AA,AA
예스코홀딩스,15360,NULL,2019,NULL,NULL,SB,AA,AA
예스코홀딩스,15360,NULL,2020,NULL,NULL,SB,AA-,AA-
예스코홀딩스,15360,NULL,2021,NULL,NULL,SB,AA-,AA-
예스코홀딩스,15360,NULL,2022,NULL,NULL,SB,AA-,AA-
두산퓨얼셀,336260,NULL,2020,SB,BBB,SB,BBB,BBB
두산퓨얼셀,336260,NULL,2021,SB,BBB,SB,BBB,BBB
두산퓨얼셀,336260,NULL,2022,SB,BBB,SB,BBB,BBB
두산퓨얼셀,336260,NULL,2018,NULL,NULL,SB,BBB+,BBB
두산퓨얼셀,336260,NULL,2019,NULL,NULL,SB,BBB,BBB
메리츠금융지주,138040,NULL,2018,SB,AA,SB,AA,AA
메리츠금융지주,138040,NULL,2019,HB,A+,HB,A+,A+
메리츠금융지주,138040,NULL,2020,SB,AA,SB,AA,AA
메리츠금융지주,138040,NULL,2021,SB,AA,SB,AA,AA
메리츠금융지주,138040,NULL,2022,SB,AA,HB,A+,A+
KB금융,105560,NULL,2018,NULL,NULL,SB,AAA,AAA
KB금융,105560,NULL,2019,NULL,NULL,SB,AAA,AAA
KB금융,105560,NULL,2020,NULL,NULL,HB,AA-,AA-
KB금융,105560,NULL,2021,NULL,NULL,HB,AA-,AA-
KB금융,105560,NULL,2022,NULL,NULL,SB,AAA,AAA
DL건설,1880,NULL,2020,SB,A-,NULL,NULL,A-
DL건설,1880,NULL,2021,SB,A-,NULL,NULL,A-
DL건설,1880,NULL,2022,SB,A-,NULL,NULL,A-
키움증권,39490,NULL,2019,SBS,A+,DLB,AA-,A+
키움증권,39490,NULL,2020,DLB,AA-,ELB,AA-,AA-
키움증권,39490,NULL,2021,DLB,AA-,ELB,AA-,AA-
키움증권,39490,NULL,2022,ELB,AA-,SB,AA-,AA-
키움증권,39490,NULL,2018,NULL,NULL,DLB,AA-,AA-
부산주공,5030,NULL,2018,NULL,NULL,CB,B+,JB
부산주공,5030,NULL,2019,NULL,NULL,CB,B,JB
롯데손해보험,400,NULL,2018,SBS,A-,SB,A-,A-
롯데손해보험,400,NULL,2019,SBS,A-,NULL,NULL,A-
롯데손해보험,400,NULL,2020,HB,BBB+,NULL,NULL,BBB
롯데손해보험,400,NULL,2021,SBS,A-,NULL,NULL,A-
롯데손해보험,400,NULL,2022,SBS,A-,NULL,NULL,A-
유안타증권,3470,NULL,2021,SB,AA-,DLB,AA-,AA-
유안타증권,3470,NULL,2022,SB,AA-,SB,AA-,AA-
유안타증권,3470,NULL,2018,NULL,NULL,ELB,A+,A+
유안타증권,3470,NULL,2019,NULL,NULL,ELB,A+,A+
유안타증권,3470,NULL,2020,NULL,NULL,DLB,A+,A+
SK증권,1510,NULL,2021,DLB,A,ELB,A,A
SK증권,1510,NULL,2022,ELB,A,DLB,A,A
SK증권,1510,NULL,2018,NULL,NULL,SB,A,A
SK증권,1510,NULL,2019,NULL,NULL,SB,A-,A-
SK증권,1510,NULL,2020,NULL,NULL,ELB,A,A
대신증권,3540,NULL,2018,SB,AA-,ELB,AA-,AA-
대신증권,3540,NULL,2019,SB,AA-,ELB,AA-,AA-
대신증권,3540,NULL,2020,SB,AA-,ELB,AA-,AA-
대신증권,3540,NULL,2021,ELB,AA-,ELB,AA-,AA-
대신증권,3540,NULL,2022,ELB,AA-,ELB,AA-,AA-
DB손해보험,5830,NULL,2020,SBS,AA+,SB,AA,AA
DB손해보험,5830,NULL,2021,SBS,AA+,SB,AA,AA
DB손해보험,5830,NULL,2022,SBS,AA+,SB,AA,AA
DB손해보험,5830,NULL,2018,SBS,AA+,NULL,NULL,AA+
DB손해보험,5830,NULL,2019,SBS,AA+,NULL,NULL,AA+
DGB금융지주,139130,NULL,2022,COCOT1,AA-,HB,AA-,AA-
DGB금융지주,139130,NULL,2018,NULL,NULL,SB,AAA,AAA
DGB금융지주,139130,NULL,2019,NULL,NULL,HB,AA-,AA-
DGB금융지주,139130,NULL,2020,NULL,NULL,SB,AAA,AAA
DGB금융지주,139130,NULL,2021,NULL,NULL,HB,AA-,AA-
세아제강,306200,NULL,2019,SB,A+,SB,A+,A+
세아제강,306200,NULL,2020,SB,A+,SB,A+,A+
세아제강,306200,NULL,2021,SB,A+,SB,A+,A+
세아제강,306200,NULL,2022,SB,A+,SB,A+,A+
세아제강,306200,NULL,2018,NULL,NULL,SB,A+,A+
삼성증권,16360,NULL,2019,SB,AA+,DLB,AA+,AA+
삼성증권,16360,NULL,2020,SB,AA+,DLB,AA+,AA+
삼성증권,16360,NULL,2021,SB,AA+,ELB,AA+,AA+
삼성증권,16360,NULL,2022,SB,AA+,ELB,AA+,AA+
삼성증권,16360,NULL,2018,NULL,NULL,DLB,AA+,AA+
삼성카드,29780,NULL,2018,SB,AA+,SB,AA+,AA+
삼성카드,29780,NULL,2019,SB,AA+,SB,AA+,AA+
삼성카드,29780,NULL,2020,SB,AA+,SB,AA+,AA+
삼성카드,29780,NULL,2021,SB,AA+,SB,AA+,AA+
삼성카드,29780,NULL,2022,SB,AA+,SB,AA+,AA+
미래에셋증권,6800,NULL,2018,SBS,AA-,ELB,AA,AA-
미래에셋증권,6800,NULL,2019,ELB,AA,ELB,AA,AA
미래에셋증권,6800,NULL,2020,ELB,AA,SB,AA,AA
미래에셋증권,6800,NULL,2021,SB,AA,SB,AA,AA
미래에셋증권,6800,NULL,2022,ELB,AA,SB,AA,AA
JB금융지주,175330,NULL,2018,COCOT2,AA-,SB,AA-,AA-
JB금융지주,175330,NULL,2019,SB,AA+,SB,AA+,AA+
JB금융지주,175330,NULL,2020,COCOT2,AA-,HB,A+,A+
JB금융지주,175330,NULL,2021,SB,AA+,SB,AA+,AA+
JB금융지주,175330,NULL,2022,COCOT1,A+,HB,A+,A+
한국자산신탁,123890,NULL,2021,SB,A-,SB,A,A-
한국자산신탁,123890,NULL,2022,SB,A-,SB,A,A-
교보증권,30610,NULL,2018,SB,A+,DLB,A+,A+
교보증권,30610,NULL,2019,ELB,AA-,DLB,AA-,AA-
교보증권,30610,NULL,2021,ELB,AA-,SB,AA-,AA-
교보증권,30610,NULL,2022,SB,AA-,SB,AA-,AA-
교보증권,30610,NULL,2020,SB,AA-,NULL,NULL,AA-
제주은행,6220,NULL,2018,COCOT2,AA-,NULL,NULL,AA-
제주은행,6220,NULL,2019,COCOT2,AA-,NULL,NULL,AA-
제주은행,6220,NULL,2020,COCOT2,AA-,NULL,NULL,AA-
제주은행,6220,NULL,2021,COCOT1,A+,NULL,NULL,A+
제주은행,6220,NULL,2022,COCOT1,A+,NULL,NULL,A+
하나금융지주,86790,NULL,2018,SB,AAA,SB,AAA,AAA
하나금융지주,86790,NULL,2019,SB,AAA,SB,AAA,AAA
하나금융지주,86790,NULL,2020,COCOT1,AA-,HB,AA-,AA-
하나금융지주,86790,NULL,2021,SB,AAA,SB,AAA,AAA
하나금융지주,86790,NULL,2022,SB,AAA,SB,AA,AA
NH투자증권,5940,NULL,2018,SB,AA+,ELB,AA+,AA+
NH투자증권,5940,NULL,2019,SB,AA+,ELB,AA+,AA+
NH투자증권,5940,NULL,2020,SB,AA+,ELB,AA+,AA+
NH투자증권,5940,NULL,2021,SB,AA+,ELB,AA+,AA+
NH투자증권,5940,NULL,2022,SB,AA+,SB,AA+,AA+
한화손해보험,370,NULL,2018,NULL,NULL,SB,AA-,AA-
한화손해보험,370,NULL,2020,NULL,NULL,SB,AA-,AA-
한화손해보험,370,NULL,2021,NULL,NULL,HB,A+,A+
한화손해보험,370,NULL,2022,NULL,NULL,HB,A+,A+
한화투자증권,3530,NULL,2018,SB,A+,SB,A,A
한화투자증권,3530,NULL,2019,SB,A+,SB,A,A
한화투자증권,3530,NULL,2020,SB,A+,SB,A,A
한화투자증권,3530,NULL,2021,ELB,AA-,NULL,NULL,AA-
한화투자증권,3530,NULL,2022,ELB,AA-,NULL,NULL,AA-
다올투자증권,30210,NULL,2020,NULL,NULL,SB,BBB+,BBB
다올투자증권,30210,NULL,2021,NULL,NULL,ELB,A,A
다올투자증권,30210,NULL,2022,NULL,NULL,SB,A-,A-
티케이지휴켐스,69260,NULL,2018,NULL,NULL,SB,A+,A+
티케이지휴켐스,69260,NULL,2019,NULL,NULL,SB,A+,A+
티케이지휴켐스,69260,NULL,2020,NULL,NULL,SB,A+,A+
티케이지휴켐스,69260,NULL,2021,NULL,NULL,SB,A+,A+
우리금융지주,316140,NULL,2018,COCOT2,AA,SB,AA,AA
우리금융지주,316140,NULL,2019,COCOT1,AA-,HB,AA-,AA-
우리금융지주,316140,NULL,2020,COCOT1,AA-,HB,AA-,AA-
우리금융지주,316140,NULL,2021,COCOT1,AA-,HB,AA-,AA-
우리금융지주,316140,NULL,2022,SB,AAA,SB,AAA,AAA
DB금융투자,16610,NULL,2018,NULL,NULL,ELB,A,A
DB금융투자,16610,NULL,2019,NULL,NULL,ELB,A+,A+
DB금융투자,16610,NULL,2020,NULL,NULL,ELB,A+,A+
DB금융투자,16610,NULL,2021,NULL,NULL,ELB,A+,A+
DB금융투자,16610,NULL,2022,NULL,NULL,ELB,A+,A+
티웨이홀딩스,4870,NULL,2019,BW1,BB-,BW,B-,JB
티웨이홀딩스,4870,NULL,2020,BW1,B,BW,B-,JB
티웨이홀딩스,4870,NULL,2021,BW1,B,BW,B-,JB
티웨이홀딩스,4870,NULL,2022,BW1,B,BW,B-,JB
OCI,456040,NULL,2022,NULL,NULL,SB,A+,A+
한화솔루션,9830,NULL,2018,NULL,NULL,SB,AA-,AA-
한화솔루션,9830,NULL,2019,NULL,NULL,SB,AA-,AA-
한화솔루션,9830,NULL,2020,NULL,NULL,SB,AA-,AA-
한화솔루션,9830,NULL,2021,NULL,NULL,SB,AA-,AA-
한화솔루션,9830,NULL,2022,NULL,NULL,SB,AA-,AA-
롯데하이마트,71840,NULL,2020,SB,AA-,SB,AA-,AA-
롯데하이마트,71840,NULL,2021,SB,AA-,SB,AA-,AA-
롯데하이마트,71840,NULL,2022,SB,AA-,SB,AA-,AA-
롯데하이마트,71840,NULL,2018,NULL,NULL,SB,AA-,AA-
롯데하이마트,71840,NULL,2019,NULL,NULL,SB,AA-,AA-
BNK금융지주,138930,NULL,2018,COCOT1,AA-,HB,AA-,AA-
BNK금융지주,138930,NULL,2019,SB,AAA,SB,AAA,AAA
BNK금융지주,138930,NULL,2020,SB,AAA,SB,AAA,AAA
BNK금융지주,138930,NULL,2021,SB,AAA,SB,AAA,AAA
BNK금융지주,138930,NULL,2022,COCOT1,AA-,SB,AAA,AA-
신세계건설,34300,NULL,2022,SB,A,NULL,NULL,A
